term_id,zh,en,entity_type,aliases,source_status,note,preferred,variant_group,variant_note,normalization_action,occurrence_count,train_count,dev_count,test_count,entity_type_all,translation_variants,ambiguity_flag,corrected_from_en,corrected_from_entity_type,correction_note,evidence_ids
TERM_TRAIN_0011,上焦病证,Upper-Jiao syndromes,SYNDROME,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0287; source_translation_variants=Upper-Jiao syndromes; source_entity_types=SYNDROME; text_type=13_six_exogenous_pathogens; evidence_ids=TCM_TRAIN_0287,YES,TERM_TRAIN_VG_0011,single_form,unchanged,1,1,0,0,SYNDROME,Upper-Jiao syndromes,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0287
TERM_TRAIN_0012,上行向外,upward and outward,LOCATION,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0341; source_translation_variants=upward and outward; source_entity_types=LOCATION; text_type=16_meridian_theory_channels_vessels; evidence_ids=TCM_TRAIN_0341,YES,TERM_TRAIN_VG_0012,single_form,unchanged,1,1,0,0,LOCATION,upward and outward,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0341
TERM_TRAIN_0013,上逆病证,upward reversal syndromes,SYNDROME,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0828; source_translation_variants=upward reversal syndromes; source_entity_types=SYNDROME; text_type=29_qi_blood_fluid_pattern_terms; evidence_ids=TCM_TRAIN_0828,YES,TERM_TRAIN_VG_0013,single_form,unchanged,1,1,0,0,SYNDROME,upward reversal syndromes,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0828
TERM_TRAIN_0014,下焦病证,Lower-Jiao syndromes,SYNDROME,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0289; source_translation_variants=Lower-Jiao syndromes; source_entity_types=SYNDROME; text_type=13_six_exogenous_pathogens; evidence_ids=TCM_TRAIN_0289,YES,TERM_TRAIN_VG_0014,single_form,unchanged,1,1,0,0,SYNDROME,Lower-Jiao syndromes,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0289
TERM_TRAIN_0015,下行向内,downward and inward,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0342; source_translation_variants=downward and inward; source_entity_types=THERAPY; text_type=16_meridian_theory_channels_vessels; evidence_ids=TCM_TRAIN_0342,YES,TERM_TRAIN_VG_0015,single_form,unchanged,1,1,0,0,THERAPY,downward and inward,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0342
TERM_TRAIN_0016,下降,downward,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0338; source_translation_variants=downward; source_entity_types=THERAPY; text_type=15_zangfu_syndrome_differentiation; evidence_ids=TCM_TRAIN_0338,YES,TERM_TRAIN_VG_0016,single_form,unchanged,1,1,0,0,THERAPY,downward,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0338
TERM_TRAIN_0017,下陷,depressed,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0739; source_translation_variants=depressed; source_entity_types=THERAPY; text_type=27_pathogenesis_internal_wind_fire_dampness_stasis; evidence_ids=TCM_TRAIN_0739,YES,TERM_TRAIN_VG_0017,single_form,unchanged,1,1,0,0,THERAPY,depressed,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0739
TERM_TRAIN_0018,下陷病证,sinking syndromes,SYNDROME,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0827; source_translation_variants=sinking syndromes; source_entity_types=SYNDROME; text_type=29_qi_blood_fluid_pattern_terms; evidence_ids=TCM_TRAIN_0827,YES,TERM_TRAIN_VG_0018,single_form,unchanged,1,1,0,0,SYNDROME,sinking syndromes,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0827
TERM_TRAIN_0019,两药合用,combined use,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0353; source_translation_variants=combined use; source_entity_types=CONCEPT; text_type=16_meridian_theory_channels_vessels; evidence_ids=TCM_TRAIN_0353,YES,TERM_TRAIN_VG_0019,single_form,unchanged,1,1,0,0,CONCEPT,combined use,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0353
TERM_TRAIN_0020,中医学理论体系,theoretical system of TCM,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0001; source_translation_variants=theoretical system of TCM; source_entity_types=CONCEPT; text_type=01_core_tcm_theory; evidence_ids=TCM_TRAIN_0001,YES,TERM_TRAIN_VG_0020,single_form,unchanged,1,1,0,0,CONCEPT,theoretical system of TCM,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0001
TERM_TRAIN_0021,中央渐软,central softening,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0771; source_translation_variants=central softening; source_entity_types=CONCEPT; text_type=28_zangfu_interrelationships; evidence_ids=TCM_TRAIN_0771,YES,TERM_TRAIN_VG_0021,single_form,unchanged,1,1,0,0,CONCEPT,central softening,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0771
TERM_TRAIN_0022,中府,Zhongfu,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0324; source_translation_variants=Zhongfu; source_entity_types=CONCEPT; text_type=15_zangfu_syndrome_differentiation; evidence_ids=TCM_TRAIN_0324,YES,TERM_TRAIN_VG_0022,single_form,unchanged,1,1,0,0,CONCEPT,Zhongfu,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0324
TERM_TRAIN_0023,中气下陷,sinking of middle Qi,THERAPY,,extracted_from_train_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0424; source_translation_variants=sinking of middle Qi; source_entity_types=THERAPY; text_type=18_materia_medica_properties; evidence_ids=TCM_TRAIN_0424, TCM_TRAIN_0426",YES,TERM_TRAIN_VG_0023,single_form,unchanged,2,2,0,0,THERAPY,sinking of middle Qi,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0424, TCM_TRAIN_0426"
TERM_TRAIN_0024,中焦病证,Middle-Jiao syndromes,SYNDROME,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0288; source_translation_variants=Middle-Jiao syndromes; source_entity_types=SYNDROME; text_type=13_six_exogenous_pathogens; evidence_ids=TCM_TRAIN_0288,YES,TERM_TRAIN_VG_0024,single_form,unchanged,1,1,0,0,SYNDROME,Middle-Jiao syndromes,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0288
TERM_TRAIN_0025,中焦虚寒证,deficiency cold of the middle Jiao,SYNDROME,,extracted_from_train_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0601; source_translation_variants=deficiency cold of the middle Jiao; source_entity_types=SYNDROME; text_type=24_surgery_local_syndrome_terms; evidence_ids=TCM_TRAIN_0601, TCM_TRAIN_0602",YES,TERM_TRAIN_VG_0025,single_form,unchanged,2,2,0,0,SYNDROME,deficiency cold of the middle Jiao,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0601, TCM_TRAIN_0602"
TERM_TRAIN_0026,中药配伍,compatibility of Chinese medicinals,CONCEPT,,extracted_from_train_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0345; source_translation_variants=compatibility of Chinese medicinals; source_entity_types=CONCEPT; text_type=16_meridian_theory_channels_vessels; evidence_ids=TCM_TRAIN_0345, TCM_TRAIN_0346",YES,TERM_TRAIN_VG_0026,single_form,unchanged,2,2,0,0,CONCEPT,compatibility of Chinese medicinals,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0345, TCM_TRAIN_0346"
TERM_TRAIN_0027,主干,main trunks,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0300; source_translation_variants=main trunks; source_entity_types=CONCEPT; text_type=13_six_exogenous_pathogens; evidence_ids=TCM_TRAIN_0300,YES,TERM_TRAIN_VG_0027,single_form,unchanged,1,1,0,0,CONCEPT,main trunks,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0300
TERM_TRAIN_0028,主气和呼吸,govern Qi and respiration,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0025; source_translation_variants=govern Qi and respiration; source_entity_types=THERAPY; text_type=02_qi_blood_body_fluid; evidence_ids=TCM_TRAIN_0025,YES,TERM_TRAIN_VG_0028,single_form,unchanged,1,1,0,0,THERAPY,govern Qi and respiration,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0025
TERM_TRAIN_0029,主疏泄,govern free flow of Qi,FUNCTION,govern normal flow of Qi; govern free coursing,extracted_from_train_entities_template_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0033; source_translation_variants=govern free coursing; source_entity_types=FUNCTION; text_type=02_qi_blood_body_fluid; evidence_ids=TCM_TRAIN_0033,YES,TERM_TRAIN_VG_0029,single_form,template_preferred_applied; source_variants_kept_as_aliases,1,1,0,0,FUNCTION,govern free coursing,NO,govern normal flow of Qi,,补足功能动词与 Qi，避免仅译 normal flow of Qi。,TCM_TRAIN_0033
TERM_TRAIN_0030,主病,main disease,DISEASE,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0356; source_translation_variants=main disease; source_entity_types=DISEASE; text_type=16_meridian_theory_channels_vessels; evidence_ids=TCM_TRAIN_0356,YES,TERM_TRAIN_VG_0030,single_form,unchanged,1,1,0,0,DISEASE,main disease,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0356
TERM_TRAIN_0031,主精,govern essence,SUBSTANCE,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0037; source_translation_variants=govern essence; source_entity_types=SUBSTANCE; text_type=02_qi_blood_body_fluid; evidence_ids=TCM_TRAIN_0037,YES,TERM_TRAIN_VG_0031,single_form,unchanged,1,1,0,0,SUBSTANCE,govern essence,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0037
TERM_TRAIN_0032,主药,main medicinal,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0349; source_translation_variants=main medicinal; source_entity_types=CONCEPT; text_type=16_meridian_theory_channels_vessels; evidence_ids=TCM_TRAIN_0349,YES,TERM_TRAIN_VG_0032,single_form,unchanged,1,1,0,0,CONCEPT,main medicinal,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0349
TERM_TRAIN_0033,主血脉,govern blood and vessels,FUNCTION,blood and vessels,extracted_from_train_entities_template_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0021; source_translation_variants=govern blood and vessels; source_entity_types=FUNCTION; text_type=02_qi_blood_body_fluid; evidence_ids=TCM_TRAIN_0021,YES,TERM_TRAIN_VG_0033,single_form,template_preferred_applied,1,1,0,0,FUNCTION,govern blood and vessels,NO,blood and vessels,,原 preferred 可能被频次选为名词短语，改为功能性动词短语。,TCM_TRAIN_0021
TERM_TRAIN_0034,主证,main syndrome,SYNDROME,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0356; source_translation_variants=main syndrome; source_entity_types=SYNDROME; text_type=16_meridian_theory_channels_vessels; evidence_ids=TCM_TRAIN_0356,YES,TERM_TRAIN_VG_0034,single_form,unchanged,1,1,0,0,SYNDROME,main syndrome,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0356
TERM_TRAIN_0035,主运化,transportation and transformation,FUNCTION,govern transportation and transformation,extracted_from_train_entities_template_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0029; source_translation_variants=govern transportation and transformation; source_entity_types=FUNCTION; text_type=02_qi_blood_body_fluid; evidence_ids=TCM_TRAIN_0029,YES,TERM_TRAIN_VG_0035,single_form,template_preferred_applied; source_variants_kept_as_aliases,1,1,0,0,FUNCTION,govern transportation and transformation,NO,govern transportation and transformation,,单一译名/单一类型，未发现需要修正的问题。,TCM_TRAIN_0029
TERM_TRAIN_0036,久泻,prolonged diarrhea,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0991; source_translation_variants=prolonged diarrhea; source_entity_types=THERAPY; text_type=32_pediatrics_surgery_therapeutic_terms; evidence_ids=TCM_TRAIN_0991,YES,TERM_TRAIN_VG_0036,single_form,unchanged,1,1,0,0,THERAPY,prolonged diarrhea,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0991
TERM_TRAIN_0037,五味,five tastes,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0334; source_translation_variants=five tastes; source_entity_types=CONCEPT; text_type=15_zangfu_syndrome_differentiation; evidence_ids=TCM_TRAIN_0334,YES,TERM_TRAIN_VG_0037,single_form,unchanged,1,1,0,0,CONCEPT,five tastes,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0334
TERM_TRAIN_0038,五志过极,extreme emotions,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0188; source_translation_variants=extreme emotions; source_entity_types=CONCEPT; text_type=08_six_channel_differentiation; evidence_ids=TCM_TRAIN_0188,YES,TERM_TRAIN_VG_0038,single_form,unchanged,1,1,0,0,CONCEPT,extreme emotions,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0188
TERM_TRAIN_0039,五脏,five Zang-organs,ORGAN_GROUP,,extracted_from_train_entities_template_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0013; source_translation_variants=five Zang-organs; source_entity_types=ORGAN_GROUP; text_type=01_core_tcm_theory; 03_five_elements_zangfu; evidence_ids=TCM_TRAIN_0013, TCM_TRAIN_0042",YES,TERM_TRAIN_VG_0039,single_form,template_preferred_applied,2,2,0,0,ORGAN_GROUP,five Zang-organs,NO,,,单一译名/单一类型，未发现需要修正的问题。,"TCM_TRAIN_0013, TCM_TRAIN_0042"
TERM_TRAIN_0040,五行学说,Five-element theory,CONCEPT,Five-element doctrine,extracted_from_train_entities_auto_normalized,"occurrence_count=4; first_occurrence=TCM_TRAIN_0020; source_translation_variants=Five-element theory; Five-element doctrine; source_entity_types=CONCEPT; text_type=01_core_tcm_theory; 04_zangfu_fu_organ_functions; evidence_ids=TCM_TRAIN_0020, TCM_TRAIN_0073, TCM_TRAIN_0074, TCM_TRAIN_0075",YES,TERM_TRAIN_VG_0040,2 translation variant(s),source_preferred_by_frequency; translation_variants_kept_as_aliases,4,4,0,0,CONCEPT,Five-element theory; Five-element doctrine,YES,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0020, TCM_TRAIN_0073, TCM_TRAIN_0074, TCM_TRAIN_0075"
TERM_TRAIN_0041,五行相克,restriction in the five elements,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0072; source_translation_variants=restriction in the five elements; source_entity_types=CONCEPT; text_type=04_zangfu_fu_organ_functions; evidence_ids=TCM_TRAIN_0072,YES,TERM_TRAIN_VG_0041,single_form,unchanged,1,1,0,0,CONCEPT,restriction in the five elements,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0072
TERM_TRAIN_0042,五行相生,generation in the five elements,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0071; source_translation_variants=generation in the five elements; source_entity_types=CONCEPT; text_type=04_zangfu_fu_organ_functions; evidence_ids=TCM_TRAIN_0071,YES,TERM_TRAIN_VG_0042,single_form,unchanged,1,1,0,0,CONCEPT,generation in the five elements,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0071
TERM_TRAIN_0043,亡阳证,Yang collapse syndrome,SYNDROME,,extracted_from_train_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0603; source_translation_variants=Yang collapse syndrome; source_entity_types=SYNDROME; text_type=24_surgery_local_syndrome_terms; evidence_ids=TCM_TRAIN_0603, TCM_TRAIN_0604",YES,TERM_TRAIN_VG_0043,single_form,unchanged,2,2,0,0,SYNDROME,Yang collapse syndrome,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0603, TCM_TRAIN_0604"
TERM_TRAIN_0044,人体,human body,CONCEPT,,extracted_from_train_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0004; source_translation_variants=human body; source_entity_types=CONCEPT; text_type=01_core_tcm_theory; evidence_ids=TCM_TRAIN_0004, TCM_TRAIN_0012",YES,TERM_TRAIN_VG_0044,single_form,unchanged,2,2,0,0,CONCEPT,human body,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0004, TCM_TRAIN_0012"
TERM_TRAIN_0045,人体上部,upper part of the body,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0141; source_translation_variants=upper part of the body; source_entity_types=CONCEPT; text_type=07_bagang_qi_blood_fluid_differentiation; evidence_ids=TCM_TRAIN_0141,YES,TERM_TRAIN_VG_0045,single_form,unchanged,1,1,0,0,CONCEPT,upper part of the body,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0141
TERM_TRAIN_0046,人体组织,body tissues,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0303; source_translation_variants=body tissues; source_entity_types=CONCEPT; text_type=14_vital_pathogenic_qi_pathological_products; evidence_ids=TCM_TRAIN_0303,YES,TERM_TRAIN_VG_0046,single_form,unchanged,1,1,0,0,CONCEPT,body tissues,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0303
TERM_TRAIN_0047,任脉,Ren Channel,MERIDIAN,Conception Vessel,extracted_from_train_entities_template_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0317; source_translation_variants=Conception Vessel; source_entity_types=MERIDIAN; text_type=14_vital_pathogenic_qi_pathological_products; evidence_ids=TCM_TRAIN_0317,YES,TERM_TRAIN_VG_0047,single_form,template_preferred_applied; source_variants_kept_as_aliases,1,1,0,0,MERIDIAN,Conception Vessel,NO,Conception Vessel,,单一译名/单一类型，未发现需要修正的问题。,TCM_TRAIN_0317
TERM_TRAIN_0048,传化,transport and transform,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0043; source_translation_variants=transport and transform; source_entity_types=THERAPY; text_type=03_five_elements_zangfu; evidence_ids=TCM_TRAIN_0043,YES,TERM_TRAIN_VG_0048,single_form,unchanged,1,1,0,0,THERAPY,transport and transform,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0043
TERM_TRAIN_0049,传化物,transport and transform substances,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0014; source_translation_variants=transport and transform substances; source_entity_types=THERAPY; text_type=01_core_tcm_theory; evidence_ids=TCM_TRAIN_0014,YES,TERM_TRAIN_VG_0049,single_form,unchanged,1,1,0,0,THERAPY,transport and transform substances,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0014
TERM_TRAIN_0050,传变迅速,rapid transmission,CONCEPT,,extracted_from_train_entities_auto_normalized,"occurrence_count=3; first_occurrence=TCM_TRAIN_0646; source_translation_variants=rapid transmission; source_entity_types=CONCEPT; text_type=25_five_viscera_external_manifestations; evidence_ids=TCM_TRAIN_0646, TCM_TRAIN_0648, TCM_TRAIN_0649",YES,TERM_TRAIN_VG_0050,single_form,unchanged,3,3,0,0,CONCEPT,rapid transmission,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0646, TCM_TRAIN_0648, TCM_TRAIN_0649"
TERM_TRAIN_0051,传导,transports,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0812; source_translation_variants=transports; source_entity_types=CONCEPT; text_type=29_qi_blood_fluid_pattern_terms; evidence_ids=TCM_TRAIN_0812,YES,TERM_TRAIN_VG_0051,single_form,unchanged,1,1,0,0,CONCEPT,transports,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0812
