id,split,source,source_for_model,reference,prediction_raw,prediction_clean,prediction_normalized,prediction,normalization_used,entities,entities_eval,entities_model,entities_gold
TCM_TEST_0040,test,脾不统血可出现慢性出血。,脾不统血可出现慢性出血。,Failure of the spleen to control blood can cause chronic bleeding.,Incompatible blood of the spleen can cause chronic bleeding.,Incompatible blood of the spleen can cause chronic bleeding.,Incompatible blood of the spleen can cause chronic bleeding.,Incompatible blood of the spleen can cause chronic bleeding.,False,"[{""zh"": ""出血"", ""en"": ""bleeding"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]","[{""zh"": ""出血"", ""en"": ""bleeding"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]","[{""zh"": ""脾不统血"", ""en"": ""failure of spleen to control blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""出血"", ""en"": ""bleeding"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""脾不统血"", ""en"": ""failure of spleen to control blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""出血"", ""en"": ""bleeding"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]"
TCM_TEST_0041,test,肝疏泄正常则气机调畅。,肝疏泄正常则气机调畅。,"When liver free coursing is normal, Qi movement remains smooth.",Normal liver-exploitation is smooth flow of Qi machines.,Normal liver-exploitation is smooth flow of Qi machines.,Normal liver-exploitation is smooth flow of Qi machines.,Normal liver-exploitation is smooth flow of Qi machines.,False,"[{""zh"": ""肝疏泄"", ""en"": ""liver free coursing"", ""type"": ""SYMPTOM""}, {""zh"": ""气机"", ""en"": ""Qi movement"", ""type"": ""PHYSIOLOGY""}]","[{""zh"": ""肝疏泄"", ""en"": ""liver free coursing"", ""type"": ""SYMPTOM""}, {""zh"": ""气机"", ""en"": ""Qi movement"", ""type"": ""PHYSIOLOGY""}]","[{""zh"": ""气机"", ""en"": ""Qi movement"", ""type"": ""PHYSIOLOGY""}]","[{""zh"": ""肝疏泄"", ""en"": ""liver free coursing"", ""type"": ""SYMPTOM""}, {""zh"": ""气机"", ""en"": ""Qi movement"", ""type"": ""PHYSIOLOGY""}]"
TCM_TEST_0042,test,肝藏血功能失常可影响月经。,肝藏血功能失常可影响月经。,Dysfunction of the liver in storing blood can affect menstruation.,Deficiency of liver-dwelling blood function can affect menstruation.,Deficiency of liver-dwelling blood function can affect menstruation.,Deficiency of liver-dwelling blood function can affect menstruation.,Deficiency of liver-dwelling blood function can affect menstruation.,False,"[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""月经"", ""en"": ""menstruation"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""月经"", ""en"": ""menstruation"", ""type"": ""DIAGNOSIS""}]",[],"[{""zh"": ""肝藏血"", ""en"": ""liver storing blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""月经"", ""en"": ""menstruation"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0043,test,肝血不足可使筋脉失养。,肝血不足可使筋脉失养。,Insufficiency of liver blood can deprive tendons and vessels of nourishment.,Insufficiency of liver and blood can cause failure of the veins and veins.,Insufficiency of liver and blood can cause failure of the veins and veins.,insufficiency of liver blood can cause failure of the veins and veins.,Insufficiency of liver and blood can cause failure of the veins and veins.,False,"[{""zh"": ""肝血不足"", ""en"": ""insufficiency of liver blood"", ""type"": ""PATHOGENESIS""}, {""zh"": ""筋脉"", ""en"": ""tendons and vessels"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""肝血不足"", ""en"": ""insufficiency of liver blood"", ""type"": ""PATHOGENESIS""}, {""zh"": ""筋脉"", ""en"": ""tendons and vessels"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""肝血不足"", ""en"": ""insufficiency of liver blood"", ""type"": ""PATHOGENESIS""}, {""zh"": ""筋脉"", ""en"": ""tendons and vessels"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""肝血不足"", ""en"": ""insufficiency of liver blood"", ""type"": ""PATHOGENESIS""}, {""zh"": ""筋脉"", ""en"": ""tendons and vessels"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0044,test,肾精充足则髓海得养。,肾精充足则髓海得养。,"When kidney essence is sufficient, the sea of marrow is nourished.",The abundance of kidney Qi requires that the sea be nourished.,The abundance of kidney Qi requires that the sea be nourished.,The abundance of kidney Qi requires that the sea be nourished.,The abundance of kidney Qi requires that the sea be nourished.,False,"[{""zh"": ""肾精"", ""en"": ""kidney essence"", ""type"": ""SUBSTANCE""}, {""zh"": ""髓海"", ""en"": ""sea of marrow"", ""type"": ""PATHOGENESIS""}]","[{""zh"": ""肾精"", ""en"": ""kidney essence"", ""type"": ""SUBSTANCE""}, {""zh"": ""髓海"", ""en"": ""sea of marrow"", ""type"": ""PATHOGENESIS""}]","[{""zh"": ""肾精"", ""en"": ""kidney essence"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""肾精"", ""en"": ""kidney essence"", ""type"": ""SUBSTANCE""}, {""zh"": ""髓海"", ""en"": ""sea of marrow"", ""type"": ""PATHOGENESIS""}]"
TCM_TEST_0045,test,肾气不固可导致二便失约。,肾气不固可导致二便失约。,Insecurity of kidney Qi can lead to failure to restrain urination and defecation.,Insistence of kidney Qi can cause Qi to be lost.,Insistence of kidney Qi can cause Qi to be lost.,insecurity of kidney Qi can cause Qi to be lost.,Insistence of kidney Qi can cause Qi to be lost.,False,"[{""zh"": ""肾气不固"", ""en"": ""insecurity of kidney Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""二便"", ""en"": ""urination and defecation"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""肾气不固"", ""en"": ""insecurity of kidney Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""二便"", ""en"": ""urination and defecation"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""肾气不固"", ""en"": ""insecurity of kidney Qi"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""肾气不固"", ""en"": ""insecurity of kidney Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""二便"", ""en"": ""urination and defecation"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0046,test,小儿乳食不节容易损伤脾胃。,小儿乳食不节容易损伤脾胃。,Improper feeding in children easily impairs the spleen and stomach.,Inconsequential diets of young children can easily damage the spleen stomach.,Inconsequential diets of young children can easily damage the spleen stomach.,Inconsequential diets of young children can easily damage the spleen and stomach.,Inconsequential diets of young children can easily damage the spleen stomach.,False,"[{""zh"": ""乳食不节"", ""en"": ""improper feeding"", ""type"": ""CONCEPT""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾胃"", ""en"": ""spleen and stomach"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]","[{""zh"": ""乳食不节"", ""en"": ""improper feeding"", ""type"": ""CONCEPT""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾胃"", ""en"": ""spleen and stomach"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾胃"", ""en"": ""spleen and stomach"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""乳食不节"", ""en"": ""improper feeding"", ""type"": ""CONCEPT""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾胃"", ""en"": ""spleen and stomach"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]"
TCM_TEST_0047,test,小儿冷暖失调容易感受外邪。,小儿冷暖失调容易感受外邪。,Poor regulation of cold and warmth in children makes them susceptible to exogenous pathogens.,Cold-heat disorders of young children can easily feel external evils.,Cold-heat disorders of young children can easily feel external evils.,Cold-heat disorders of young children can easily feel external evils.,Cold-heat disorders of young children can easily feel external evils.,False,"[{""zh"": ""冷暖失调"", ""en"": ""poor regulation of cold and warmth"", ""type"": ""CONCEPT""}, {""zh"": ""外邪"", ""en"": ""exogenous pathogens"", ""type"": ""PATHOGEN""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""冷暖失调"", ""en"": ""poor regulation of cold and warmth"", ""type"": ""CONCEPT""}, {""zh"": ""外邪"", ""en"": ""exogenous pathogens"", ""type"": ""PATHOGEN""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""外邪"", ""en"": ""exogenous pathogens"", ""type"": ""PATHOGEN""}]","[{""zh"": ""冷暖失调"", ""en"": ""poor regulation of cold and warmth"", ""type"": ""CONCEPT""}, {""zh"": ""外邪"", ""en"": ""exogenous pathogens"", ""type"": ""PATHOGEN""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""外"", ""en"": ""exterior"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0048,test,疮疡初起应辨别毒邪盛衰。,疮疡初起应辨别毒邪盛衰。,"At the onset of sores and ulcers, the strength of pathogenic toxins should be differentiated.","At the beginning of the abstinence Qi, it is important to distinguish between poisons and velocities.","At the beginning of the abstinence Qi, it is important to distinguish between poisons and velocities.","At the beginning of the abstinence Qi, it is important to distinguish between poisons and velocities.","At the beginning of the abstinence Qi, it is important to distinguish between poisons and velocities.",False,"[{""zh"": ""疮疡"", ""en"": ""sores and ulcers"", ""type"": ""DIAGNOSIS""}, {""zh"": ""毒邪"", ""en"": ""pathogenic toxins"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""疮疡"", ""en"": ""sores and ulcers"", ""type"": ""DIAGNOSIS""}, {""zh"": ""毒邪"", ""en"": ""pathogenic toxins"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""毒邪"", ""en"": ""pathogenic toxins"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""疮疡"", ""en"": ""sores and ulcers"", ""type"": ""DIAGNOSIS""}, {""zh"": ""毒邪"", ""en"": ""pathogenic toxins"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0049,test,外科辨证应结合局部症状和全身证候。,外科辨证应结合局部症状和全身证候。,Surgical syndrome differentiation should combine local symptoms with systemic manifestations.,Surgery identification should combine local symptoms with full body syndrome.,Surgery identification should combine local symptoms with full body syndrome.,Surgery identification should combine local symptoms with full body syndrome.,Surgery identification should combine local symptoms with full body syndrome.,False,"[{""zh"": ""外科辨证"", ""en"": ""surgical syndrome differentiation"", ""type"": ""SYNDROME""}, {""zh"": ""局部症状"", ""en"": ""local symptoms"", ""type"": ""SYMPTOM""}, {""zh"": ""全身证候"", ""en"": ""systemic manifestations"", ""type"": ""SYNDROME""}]","[{""zh"": ""外科辨证"", ""en"": ""surgical syndrome differentiation"", ""type"": ""SYNDROME""}, {""zh"": ""局部症状"", ""en"": ""local symptoms"", ""type"": ""SYMPTOM""}, {""zh"": ""全身证候"", ""en"": ""systemic manifestations"", ""type"": ""SYNDROME""}]","[{""zh"": ""外科辨证"", ""en"": ""surgical syndrome differentiation"", ""type"": ""SYNDROME""}]","[{""zh"": ""外科辨证"", ""en"": ""surgical syndrome differentiation"", ""type"": ""SYNDROME""}, {""zh"": ""局部症状"", ""en"": ""local symptoms"", ""type"": ""SYMPTOM""}, {""zh"": ""全身证候"", ""en"": ""systemic manifestations"", ""type"": ""SYNDROME""}, {""zh"": ""外"", ""en"": ""exterior"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0050,test,脓腐脱尽后应促进生肌收口。,脓腐脱尽后应促进生肌收口。,"After pus and slough are removed, granulation growth and wound closure should be promoted.","Once pus-decomposition is exhausted, it should promote the mouth of the raw muscles.","Once pus-decomposition is exhausted, it should promote the mouth of the raw muscles.","Once pus-decomposition is exhausted, it should promote the mouth of the raw muscles.","Once pus-decomposition is exhausted, it should promote the mouth of the raw muscles.",False,"[{""zh"": ""脓腐"", ""en"": ""pus and slough"", ""type"": ""PATHOGENESIS""}, {""zh"": ""生肌"", ""en"": ""granulation growth"", ""type"": ""DIAGNOSIS""}, {""zh"": ""收口"", ""en"": ""wound closure"", ""type"": ""TISSUE""}, {""zh"": ""脓"", ""en"": ""pus"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""脓腐"", ""en"": ""pus and slough"", ""type"": ""PATHOGENESIS""}, {""zh"": ""生肌"", ""en"": ""granulation growth"", ""type"": ""DIAGNOSIS""}, {""zh"": ""收口"", ""en"": ""wound closure"", ""type"": ""TISSUE""}, {""zh"": ""脓"", ""en"": ""pus"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""脓"", ""en"": ""pus"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""脓腐"", ""en"": ""pus and slough"", ""type"": ""PATHOGENESIS""}, {""zh"": ""生肌"", ""en"": ""granulation growth"", ""type"": ""DIAGNOSIS""}, {""zh"": ""收口"", ""en"": ""wound closure"", ""type"": ""TISSUE""}, {""zh"": ""脓"", ""en"": ""pus"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0051,test,藏象反映内脏功能在体表的表现。,藏象反映内脏功能在体表的表现。,Viscera manifestations reflect the functions of internal organs on the body surface.,The hidden elephant reflects the performance of internal organs in the body table.,The hidden elephant reflects the performance of internal organs in the body table.,The hidden elephant reflects the performance of internal organs in the body table.,The hidden elephant reflects the performance of internal organs in the body table.,False,"[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""体表"", ""en"": ""body surface"", ""type"": ""DIAGNOSIS""}, {""zh"": ""藏象"", ""en"": ""viscera manifestations"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""体表"", ""en"": ""body surface"", ""type"": ""DIAGNOSIS""}, {""zh"": ""藏象"", ""en"": ""viscera manifestations"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""体表"", ""en"": ""body surface"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""内脏功能"", ""en"": ""internal organ functions"", ""type"": ""DIAGNOSIS""}, {""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""体表"", ""en"": ""body surface"", ""type"": ""DIAGNOSIS""}, {""zh"": ""藏象"", ""en"": ""viscera manifestations"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0052,test,脏腑功能失调可通过外在征象表现出来。,脏腑功能失调可通过外在征象表现出来。,Dysfunction of Zang-Fu organs can appear through external manifestations.,Dismantling of the organs of the dirty Qi can manifest itself through external insinuations.,Dismantling of the organs of the dirty Qi can manifest itself through external insinuations.,Dismantling of the organs of the dirty Qi can manifest itself through external manifestations.,Dismantling of the organs of the dirty Qi can manifest itself through external insinuations.,False,"[{""zh"": ""外在征象"", ""en"": ""external manifestations"", ""type"": ""DIAGNOSIS""}, {""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脏腑"", ""en"": ""Zang-Fu organs"", ""type"": ""ORGAN_SYSTEM""}]","[{""zh"": ""外在征象"", ""en"": ""external manifestations"", ""type"": ""DIAGNOSIS""}, {""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脏腑"", ""en"": ""Zang-Fu organs"", ""type"": ""ORGAN_SYSTEM""}]","[{""zh"": ""脏腑功能失调"", ""en"": ""Zang-Fu dysfunction"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""脏腑功能失调"", ""en"": ""Zang-Fu dysfunction"", ""type"": ""DIAGNOSIS""}, {""zh"": ""外在征象"", ""en"": ""external manifestations"", ""type"": ""DIAGNOSIS""}, {""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脏腑"", ""en"": ""Zang-Fu organs"", ""type"": ""ORGAN_SYSTEM""}]"
TCM_TEST_0053,test,五脏以藏精气为主要功能。,五脏以藏精气为主要功能。,The five Zang-organs mainly function to store vital essence.,The five-dirty features the hider of sperm-Qi as its main function.,The five-dirty features the hider of sperm-Qi as its main function.,The five-dirty features the hider of sperm-Qi as its main function.,The five-dirty features the hider of sperm-Qi as its main function.,False,"[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""五脏"", ""en"": ""five Zang-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""精气"", ""en"": ""vital essence"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""五脏"", ""en"": ""five Zang-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""精气"", ""en"": ""vital essence"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""五脏"", ""en"": ""five Zang-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""精气"", ""en"": ""vital essence"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""五脏"", ""en"": ""five Zang-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""精气"", ""en"": ""vital essence"", ""type"": ""SUBSTANCE""}]"
TCM_TEST_0054,test,六腑以传化水谷为主要功能。,六腑以传化水谷为主要功能。,The six Fu-organs mainly function to transport and transform food and drink.,The six Qi takes the transfer of water valleys as its main function.,The six Qi takes the transfer of water valleys as its main function.,The six Qi takes the transfer of water valleys as its main function.,The six Qi takes the transfer of water valleys as its main function.,False,"[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""六腑"", ""en"": ""six Fu-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""水谷"", ""en"": ""food and drink"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""六腑"", ""en"": ""six Fu-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""水谷"", ""en"": ""food and drink"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""六腑"", ""en"": ""six Fu-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""水谷"", ""en"": ""food and drink"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""六腑"", ""en"": ""six Fu-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""水谷"", ""en"": ""food and drink"", ""type"": ""SUBSTANCE""}, {""zh"": ""水"", ""en"": ""water"", ""type"": ""ELEMENT""}]"
TCM_TEST_0055,test,五脏功能正常则精气充盛。,五脏功能正常则精气充盛。,Normal functions of the five Zang-organs allow vital essence to be abundant.,"The five-dirty function is normal, and fine Qi is abundant.","The five-dirty function is normal, and fine Qi is abundant.","The five-dirty function is normal, and fine Qi is abundant.","The five-dirty function is normal, and fine Qi is abundant.",False,"[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""五脏"", ""en"": ""five Zang-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""精气"", ""en"": ""vital essence"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""五脏"", ""en"": ""five Zang-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""精气"", ""en"": ""vital essence"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""五脏"", ""en"": ""five Zang-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""精气"", ""en"": ""vital essence"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""五脏"", ""en"": ""five Zang-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""精气"", ""en"": ""vital essence"", ""type"": ""SUBSTANCE""}]"
TCM_TEST_0056,test,六腑通降正常则水谷传化顺畅。,六腑通降正常则水谷传化顺畅。,Normal descending and free passage of the six Fu-organs enables smooth transformation of food and drink.,Normal flow of the six Qi leads to smooth flow of water valleys.,Normal flow of the six Qi leads to smooth flow of water valleys.,Normal flow of the six Qi leads to smooth flow of water valleys.,Normal flow of the six Qi leads to smooth flow of water valleys.,False,"[{""zh"": ""六腑"", ""en"": ""six Fu-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""水谷"", ""en"": ""food and drink"", ""type"": ""SUBSTANCE""}, {""zh"": ""通降"", ""en"": ""descending and free passage"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""六腑"", ""en"": ""six Fu-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""水谷"", ""en"": ""food and drink"", ""type"": ""SUBSTANCE""}, {""zh"": ""通降"", ""en"": ""descending and free passage"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""六腑"", ""en"": ""six Fu-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""通降"", ""en"": ""descending and free passage"", ""type"": ""DIAGNOSIS""}, {""zh"": ""水谷"", ""en"": ""food and drink"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""六腑"", ""en"": ""six Fu-organs"", ""type"": ""ORGAN_GROUP""}, {""zh"": ""水谷"", ""en"": ""food and drink"", ""type"": ""SUBSTANCE""}, {""zh"": ""通降"", ""en"": ""descending and free passage"", ""type"": ""DIAGNOSIS""}, {""zh"": ""水"", ""en"": ""water"", ""type"": ""ELEMENT""}]"
TCM_TEST_0057,test,心阳温煦血脉以维持血行。,心阳温煦血脉以维持血行。,Heart Yang warms the blood vessels to maintain blood circulation.,The heart-yang warms and Qi Qi to maintain blood flow.,The heart-yang warms and Qi Qi to maintain blood flow.,The heart-yang warms and Qi Qi to maintain blood flow.,The heart-yang warms and Qi Qi to maintain blood flow.,False,"[{""zh"": ""血行"", ""en"": ""blood circulation"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心阳"", ""en"": ""Heart Yang"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阳"", ""en"": ""Yang"", ""type"": ""CONCEPT""}]","[{""zh"": ""血行"", ""en"": ""blood circulation"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心阳"", ""en"": ""Heart Yang"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阳"", ""en"": ""Yang"", ""type"": ""CONCEPT""}]","[{""zh"": ""心阳"", ""en"": ""Heart Yang"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""血脉"", ""en"": ""blood and vessels"", ""type"": ""TISSUE""}, {""zh"": ""血行"", ""en"": ""blood circulation"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心阳"", ""en"": ""Heart Yang"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阳"", ""en"": ""Yang"", ""type"": ""CONCEPT""}]"
TCM_TEST_0058,test,心血充足则心神得养。,心血充足则心神得养。,"When heart blood is sufficient, the mind is nourished.",Adequate heart and blood must feed the heart and soul.,Adequate heart and blood must feed the heart and soul.,Adequate heart blood must feed the heart and soul.,Adequate heart and blood must feed the heart and soul.,False,"[{""zh"": ""心神得养"", ""en"": ""mind is nourished"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心神"", ""en"": ""mind"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心血"", ""en"": ""heart blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""心"", ""en"": ""heart"", ""type"": ""ORGAN""}]","[{""zh"": ""心神得养"", ""en"": ""mind is nourished"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心神"", ""en"": ""mind"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心血"", ""en"": ""heart blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""心"", ""en"": ""heart"", ""type"": ""ORGAN""}]","[{""zh"": ""心血"", ""en"": ""heart blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""心神"", ""en"": ""mind"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""心神得养"", ""en"": ""mind is nourished"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心神"", ""en"": ""mind"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心血"", ""en"": ""heart blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""心"", ""en"": ""heart"", ""type"": ""ORGAN""}]"
TCM_TEST_0059,test,肺宣发功能使津液布散于体表。,肺宣发功能使津液布散于体表。,The dispersing function of the lungs distributes body fluids to the body surface.,The pulmonary proliferating function distributes Qi fluids into the body table.,The pulmonary proliferating function distributes Qi fluids into the body table.,The pulmonary proliferating function distributes Qi body fluids into the body table.,The pulmonary proliferating function distributes Qi fluids into the body table.,False,"[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""体表"", ""en"": ""body surface"", ""type"": ""DIAGNOSIS""}, {""zh"": ""津液"", ""en"": ""body fluids"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""体表"", ""en"": ""body surface"", ""type"": ""DIAGNOSIS""}, {""zh"": ""津液"", ""en"": ""body fluids"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""津液"", ""en"": ""body fluids"", ""type"": ""SUBSTANCE""}, {""zh"": ""体表"", ""en"": ""body surface"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""肺宣发"", ""en"": ""lung dispersing"", ""type"": ""DIAGNOSIS""}, {""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""体表"", ""en"": ""body surface"", ""type"": ""DIAGNOSIS""}, {""zh"": ""津液"", ""en"": ""body fluids"", ""type"": ""SUBSTANCE""}]"
TCM_TEST_0060,test,肺肃降功能使水液下输于肾。,肺肃降功能使水液下输于肾。,The descending function of the lungs sends fluids downward to the kidneys.,The pulmonary phlegm-down function causes water fluids to drop into the kidneys.,The pulmonary phlegm-down function causes water fluids to drop into the kidneys.,The pulmonary phlegm-down function causes water fluids to drop into the kidneys.,The pulmonary phlegm-down function causes water fluids to drop into the kidneys.,False,"[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肃降"", ""en"": ""descending"", ""type"": ""FUNCTION""}, {""zh"": ""水液"", ""en"": ""fluids"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肃降"", ""en"": ""descending"", ""type"": ""FUNCTION""}, {""zh"": ""水液"", ""en"": ""fluids"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""肃降"", ""en"": ""descending"", ""type"": ""FUNCTION""}, {""zh"": ""水液"", ""en"": ""fluids"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""肺肃降"", ""en"": ""lung descending"", ""type"": ""DIAGNOSIS""}, {""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肃降"", ""en"": ""descending"", ""type"": ""FUNCTION""}, {""zh"": ""水液"", ""en"": ""fluids"", ""type"": ""DIAGNOSIS""}]"
