id,split,source,source_for_model,reference,prediction_raw,prediction_clean,prediction_normalized,prediction,normalization_used,entities
TCM_TEST_0011,test,肺的呼吸功能健全与否，直接影响着宗气的生成，同时也影响着全身之气的生成。,肺的呼吸功能健全与否，直接影响着宗气的生成，同时也影响着全身之气的生成。,Whether or not the lungs function properly directly influences the formation of pectoral Qi and Qi of the whole body as well.,The respiratory function of the lungs directly affects the production of breathing gas and also affects the production of breathing gas throughout the body.,The respiratory function of the lungs directly affects the production of breathing gas and also affects the production of breathing gas throughout the body.,The respiratory function of the lungs directly affects the production of breathing gas and also affects the production of breathing gas throughout the body. Terminology: pectoral Qi; Qi.,The respiratory function of the lungs directly affects the production of breathing gas and also affects the production of breathing gas throughout the body.,False,"[{""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}, {""zh"": ""呼吸"", ""en"": ""breath"", ""type"": ""DIAGNOSIS""}, {""zh"": ""宗气"", ""en"": ""pectoral Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""气"", ""en"": ""Qi"", ""type"": ""SUBSTANCE""}]"
TCM_TEST_0012,test,肺的呼吸运动，是气的升降出入运动的表现，肺有节律地一呼一吸，对全身之气的升降出入运动起着重要的调节作用。,肺的呼吸运动，是气的升降出入运动的表现，肺有节律地一呼一吸，对全身之气的升降出入运动起着重要的调节作用。,"The breathing movement of the lungs itself is a manifestation of lifting-lowering and entering-exiting of Qi, in which the lungs play an important regulatory role by their rhythmical respiration.","The respiratory movement of the lungs is a manifestation of the elevation of air into movement, the lungs rhythmically breathe and inhale, which plays an important regulatory role in the elevation of air into movement throughout the body.","The respiratory movement of the lungs is a manifestation of the elevation of air into movement, the lungs rhythmically breathe and inhale, which plays an important regulatory role in the elevation of air into movement throughout the body.","The respiratory movement of the lungs is a manifestation of the elevation of air into movement, the lungs rhythmically breathe and inhale, which plays an important regulatory role in the elevation of air into movement throughout the body. Terminology: Qi.","The respiratory movement of the lungs is a manifestation of the elevation of air into movement, the lungs rhythmically breathe and inhale, which plays an important regulatory role in the elevation of air into movement throughout the body.",False,"[{""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}, {""zh"": ""呼吸"", ""en"": ""breath"", ""type"": ""DIAGNOSIS""}, {""zh"": ""气"", ""en"": ""Qi"", ""type"": ""SUBSTANCE""}]"
TCM_TEST_0013,test,肺主一身之气，由于肺主呼吸，调节着全身的气机，所以血液的运行，亦赖于肺气的敷布和调节。,肺主一身之气，由于肺主呼吸，调节着全身的气机，所以血液的运行，亦赖于肺气的敷布和调节。,"Since the lungs dominate Qi of the whole body and control respiration, the circulation of blood depends to a certain extent on the spread and coordination of the lung-Qi.","The air of the lungs, which regulates the airways of the whole body because of the lungs' main breathing, therefore the blood circulation also depends on the lining and regulation of the lungs.","The air of the lungs, which regulates the airways of the whole body because of the lungs' main breathing, therefore the blood circulation also depends on the lining and regulation of the lungs.","The air of the lungs, which regulates the airways of the whole body because of the lung-Qi breathing, therefore the blood circulation also depends on the lining and regulation of the lungs. Terminology: Qi; control respiration; functional activities of Qi.","The air of the lungs, which regulates the airways of the whole body because of the lungs' main breathing, therefore the blood circulation also depends on the lining and regulation of the lungs.",False,"[{""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}, {""zh"": ""气"", ""en"": ""Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""主呼吸"", ""en"": ""control respiration"", ""type"": ""FUNCTION""}, {""zh"": ""气机"", ""en"": ""functional activities of Qi"", ""type"": ""PHYSIOLOGY""}, {""zh"": ""血液"", ""en"": ""blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""肺气"", ""en"": ""lung-Qi"", ""type"": ""SUBSTANCE""}]"
TCM_TEST_0014,test,由于肺主气属卫，具有宣发卫气、输精于皮毛等生理功能，所以肺与皮毛有着密切的关系。,由于肺主气属卫，具有宣发卫气、输精于皮毛等生理功能，所以肺与皮毛有着密切的关系。,"Since the lungs dominate Qi and perform the functions of dispersing outward defensive Qi and sending the essence to the skin and vellus hairs, they are closely related to the skin and its hairs.","The lungs are closely related to the epidermis because they have primary respiratory functions, such as air circulation, and extraction of fine fats from the skin.","The lungs are closely related to the epidermis because they have primary respiratory functions, such as air circulation, and extraction of fine fats from the skin.","The lungs are closely related to the epidermis because they have primary respiratory functions, such as air circulation, and extraction of fine fats from the skin. Terminology: govern Qi; dispersing; defensive Qi; essence; skin and vellus hairs; physiological.","The lungs are closely related to the epidermis because they have primary respiratory functions, such as air circulation, and extraction of fine fats from the skin.",False,"[{""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}, {""zh"": ""主气"", ""en"": ""govern Qi"", ""type"": ""FUNCTION""}, {""zh"": ""宣发"", ""en"": ""dispersing"", ""type"": ""FUNCTION""}, {""zh"": ""卫气"", ""en"": ""defensive Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""精"", ""en"": ""essence"", ""type"": ""SUBSTANCE""}, {""zh"": ""皮毛"", ""en"": ""skin and vellus hairs"", ""type"": ""TISSUE""}, {""zh"": ""生理"", ""en"": ""physiological"", ""type"": ""PHYSIOLOGY""}]"
TCM_TEST_0015,test,肺的生理功能正常，则皮肤致密，御邪能力强。,肺的生理功能正常，则皮肤致密，御邪能力强。,"When the lungs function normally, the skin becomes compact and body resistance enhanced.","Physical function of the lungs is normal, skin is dense, and the ability to do evil is strong.","Physical function of the lungs is normal, skin is dense, and the ability to do evil is strong.","physiological function of the lungs is normal, skin is dense, and the ability to do evil is strong.","Physical function of the lungs is normal, skin is dense, and the ability to do evil is strong.",False,"[{""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}, {""zh"": ""生理"", ""en"": ""physiological"", ""type"": ""PHYSIOLOGY""}, {""zh"": ""皮肤"", ""en"": ""skin"", ""type"": ""TISSUE""}]"
TCM_TEST_0016,test,多余的水液，通过肺、肾等脏的气化作用，化为汗和尿排出体外。,多余的水液，通过肺、肾等脏的气化作用，化为汗和尿排出体外。,The surplus fluids are turned into sweat and urine to be removed from the body under the functioning of the lungs and kidneys.,"Excess water is released from the body through the digestion of the lungs, kidneys, and urine into sweat and urine.","Excess water is released from the body through the digestion of the lungs, kidneys, and urine into sweat and urine.","Excess water is released from the body through the digestion of the lungs, kidneys, and urine into sweat and urine. Terminology: Zang; Qi.","Excess water is released from the body through the digestion of the lungs, kidneys, and urine into sweat and urine.",False,"[{""zh"": ""水"", ""en"": ""water"", ""type"": ""ELEMENT""}, {""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}, {""zh"": ""肾"", ""en"": ""kidneys"", ""type"": ""ORGAN""}, {""zh"": ""脏"", ""en"": ""Zang"", ""type"": ""ORGAN""}, {""zh"": ""气"", ""en"": ""Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""汗"", ""en"": ""sweat"", ""type"": ""FLUID""}, {""zh"": ""尿"", ""en"": ""urine"", ""type"": ""FLUID""}]"
TCM_TEST_0017,test,因此，脾的运化水液功能健旺，就能防止水液在体内停滞，也就防止湿、痰、饮等病理产物的生成。,因此，脾的运化水液功能健旺，就能防止水液在体内停滞，也就防止湿、痰、饮等病理产物的生成。,"Thus, normal functioning of the spleen in this respect can prevent body fluids from accumulating and such pathological changes as dampness, phlegm and water-retention from occurring.","Therefore, the functioning of hydrochloric liquid in hydrogen can prevent water from stagnating in the body, as well as prevent the production of pathogenic products such as moisture, hydrogenation, and drinking.","Therefore, the functioning of hydrochloric liquid in hydrogen can prevent water from stagnating in the body, as well as prevent the production of pathogenic products such as moisture, hydrogenation, and drinking.","Therefore, the functioning of hydrochloric liquid in hydrogen can prevent water from stagnating in the body, as well as prevent the production of pathological products such as moisture, hydrogenation, and drinking. Terminology: spleen; transporting-transforming action on water; dampness; phlegm.","Therefore, the functioning of hydrochloric liquid in hydrogen can prevent water from stagnating in the body, as well as prevent the production of pathogenic products such as moisture, hydrogenation, and drinking.",False,"[{""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}, {""zh"": ""运化水液"", ""en"": ""transporting-transforming action on water"", ""type"": ""FUNCTION""}, {""zh"": ""水"", ""en"": ""water"", ""type"": ""ELEMENT""}, {""zh"": ""湿"", ""en"": ""dampness"", ""type"": ""PATHOGEN""}, {""zh"": ""痰"", ""en"": ""phlegm"", ""type"": ""PATHOLOGY""}, {""zh"": ""病理"", ""en"": ""pathological"", ""type"": ""PATHOLOGY""}]"
TCM_TEST_0018,test,若脾失升清，则水谷不能运化，气血生化无源，可出现神疲乏力、头目眩晕、腹胀、泄泻等病症。,若脾失升清，则水谷不能运化，气血生化无源，可出现神疲乏力、头目眩晕、腹胀、泄泻等病症。,"On the contrary, dysfunction of the spleen leads to failure to transport-transform the nutrients from foodstuff regularly and failure to supply Qi-blood, thus giving rise to such symptoms as listlessness, weakness, dizziness, abdominal distension, and loose stool.","If hydrogen is not cleared, then the hydrogen valley can't circulate, there is no source of hydrogenation, and diseases such as fatigue, dizziness, swelling, diarrhea, and diarrhea can occur.","If hydrogen is not cleared, then the hydrogen valley can't circulate, there is no source of hydrogenation, and diseases such as fatigue, dizziness, swelling, diarrhea, and diarrhea can occur.","If hydrogen is not cleared, then the hydrogen valley can't circulate, there is no source of hydrogenation, and diseases such as fatigue, dizziness, swelling, diarrhea, and diarrhea can occur. Terminology: spleen; food and drink; transportation and transformation; Qi and blood; mind; eyes; abdominal distension.","If hydrogen is not cleared, then the hydrogen valley can't circulate, there is no source of hydrogenation, and diseases such as fatigue, dizziness, swelling, diarrhea, and diarrhea can occur.",False,"[{""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}, {""zh"": ""水谷"", ""en"": ""food and drink"", ""type"": ""SUBSTANCE""}, {""zh"": ""运化"", ""en"": ""transportation and transformation"", ""type"": ""FUNCTION""}, {""zh"": ""气血"", ""en"": ""Qi and blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""神"", ""en"": ""mind"", ""type"": ""SUBSTANCE""}, {""zh"": ""目"", ""en"": ""eyes"", ""type"": ""LOCATION""}, {""zh"": ""眩晕"", ""en"": ""dizziness"", ""type"": ""SYMPTOM""}, {""zh"": ""腹胀"", ""en"": ""abdominal distension"", ""type"": ""SYMPTOM""}, {""zh"": ""泄泻"", ""en"": ""diarrhea"", ""type"": ""SYMPTOM""}]"
TCM_TEST_0019,test,若脾的运化功能减退，则气血生化无源，气血虚亏；气的固摄功能减退，而导致各种出血证。,若脾的运化功能减退，则气血生化无源，气血虚亏；气的固摄功能减退，而导致各种出血证。,"In case of the spleen's dysfunction in transportation and transformation, the Qi-blood will be insufficient and the commanding action be reduced, thereby producing various kinds of chronic hemorrhage.","If the carboxylic function of hydrogen is decreased, the gas is inorganic, and the gas loses its blood supply; the gas's solidification function is decreased, leading to various bleeding symptoms.","If the carboxylic function of hydrogen is decreased, the gas is inorganic, and the gas loses its blood supply; the gas's solidification function is decreased, leading to various bleeding symptoms.","If the carboxylic function of hydrogen is decreased, the gas is inorganic, and the gas loses its blood supply; the gas's solidification function is decreased, leading to various bleeding symptoms. Terminology: spleen; transportation and transformation; Qi and blood; Qi; syndrome.","If the carboxylic function of hydrogen is decreased, the gas is inorganic, and the gas loses its blood supply; the gas's solidification function is decreased, leading to various bleeding symptoms.",False,"[{""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}, {""zh"": ""运化"", ""en"": ""transportation and transformation"", ""type"": ""FUNCTION""}, {""zh"": ""气血"", ""en"": ""Qi and blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""气"", ""en"": ""Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""血"", ""en"": ""blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""证"", ""en"": ""syndrome"", ""type"": ""SYNDROME""}]"
TCM_TEST_0020,test,肝的疏泄功能，主要表现在三个方面；一是调畅气机。,肝的疏泄功能，主要表现在三个方面；一是调畅气机。,The liver's function of governing normal flow of Qiis threefold.,The liver's excretionary function is mainly expressed in three aspects; one is the air conditioning machine.,The liver's excretionary function is mainly expressed in three aspects; one is the air conditioning machine.,The liver's excretionary function is mainly expressed in three aspects; one is the air conditioning machine. Terminology: free flow; functional activities of Qi.,The liver's excretionary function is mainly expressed in three aspects; one is the air conditioning machine.,False,"[{""zh"": ""肝"", ""en"": ""liver"", ""type"": ""ORGAN""}, {""zh"": ""疏泄"", ""en"": ""free flow"", ""type"": ""FUNCTION""}, {""zh"": ""气机"", ""en"": ""functional activities of Qi"", ""type"": ""PHYSIOLOGY""}]"
TCM_TEST_0021,test,肝的疏泄功能正常，则气机调畅，气血和调、经络通利，脏腑器官等的活动就处于正常状态。,肝的疏泄功能正常，则气机调畅，气血和调、经络通利，脏腑器官等的活动就处于正常状态。,"If the liver functions properly in this respect, the normal functioning of Qi as well as Qi-blood, free flow of channels, and the proper functioning of Zang-Fu organs and other-structures will ensue as a result.","The liver's excretion function is normal, and the activity of the gastrointestinal tract, blood circulation and circulatory system, and dirty organs is normal.","The liver's excretion function is normal, and the activity of the gastrointestinal tract, blood circulation and circulatory system, and dirty organs is normal.","The liver's excretion function is normal, and the activity of the gastrointestinal tract, blood circulation and circulatory system, and dirty organs is normal. Terminology: free flow; functional activities of Qi; Qi and blood; meridians and collaterals; Zang-Fu organs.","The liver's excretion function is normal, and the activity of the gastrointestinal tract, blood circulation and circulatory system, and dirty organs is normal.",False,"[{""zh"": ""肝"", ""en"": ""liver"", ""type"": ""ORGAN""}, {""zh"": ""疏泄"", ""en"": ""free flow"", ""type"": ""FUNCTION""}, {""zh"": ""气机"", ""en"": ""functional activities of Qi"", ""type"": ""PHYSIOLOGY""}, {""zh"": ""气血"", ""en"": ""Qi and blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""经络"", ""en"": ""meridians and collaterals"", ""type"": ""MERIDIAN""}, {""zh"": ""脏腑"", ""en"": ""Zang-Fu organs"", ""type"": ""ORGAN_SYSTEM""}]"
TCM_TEST_0022,test,肝的疏泄功能正常与否、对脾胃的升降功能有着很大的影响。,肝的疏泄功能正常与否、对脾胃的升降功能有着很大的影响。,The proper functioning of the liver in governing normal flow of Qi greatly influences the lifting-lowering function of the spleen and stomach.,The liver's excretion function has a major impact on the elevated function of the esophagus.,The liver's excretion function has a major impact on the elevated function of the esophagus.,The liver's excretion function has a major impact on the elevated function of the esophagus. Terminology: free flow; spleen; stomach.,The liver's excretion function has a major impact on the elevated function of the esophagus.,False,"[{""zh"": ""肝"", ""en"": ""liver"", ""type"": ""ORGAN""}, {""zh"": ""疏泄"", ""en"": ""free flow"", ""type"": ""FUNCTION""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}, {""zh"": ""胃"", ""en"": ""stomach"", ""type"": ""ORGAN""}]"
TCM_TEST_0023,test,如肝的疏泄功能异常，就会影响脾胃的升清和降浊功能，而出现肝气犯脾或肝气犯胃的病证。,如肝的疏泄功能异常，就会影响脾胃的升清和降浊功能，而出现肝气犯脾或肝气犯胃的病证。,"For instance, dysfunction of the liver can impair the function of the spleen and stomach in lifting clear Qi and lowering turbid Qi, resulting in the symptoms due to an attack of the spleen or stomach by the hyperactive liver-Qi.","Abnormal liver excretion affects the uplift and downlift function of the gastric mucosa, and there is evidence of hepatocellular carcinoma or hepatocellular gastric disease.","Abnormal liver excretion affects the uplift and downlift function of the gastric mucosa, and there is evidence of hepatocellular carcinoma or hepatocellular gastric disease.","Abnormal liver-Qi excretion affects the uplift and downlift function of the gastric mucosa, and there is evidence of hepatocellular carcinoma or hepatocellular gastric disease. Terminology: free flow; spleen; stomach; syndrome.","Abnormal liver excretion affects the uplift and downlift function of the gastric mucosa, and there is evidence of hepatocellular carcinoma or hepatocellular gastric disease.",False,"[{""zh"": ""肝"", ""en"": ""liver"", ""type"": ""ORGAN""}, {""zh"": ""疏泄"", ""en"": ""free flow"", ""type"": ""FUNCTION""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}, {""zh"": ""胃"", ""en"": ""stomach"", ""type"": ""ORGAN""}, {""zh"": ""肝气"", ""en"": ""liver-Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""证"", ""en"": ""syndrome"", ""type"": ""SYNDROME""}]"
