id,split,char_index,char,bio_label
TCM_TRAIN_0005,train,9,张,O
TCM_TRAIN_0005,train,10,治,B-CONCEPT
TCM_TRAIN_0005,train,11,未,I-CONCEPT
TCM_TRAIN_0005,train,12,病,I-CONCEPT
TCM_TRAIN_0005,train,13,。,O
TCM_TRAIN_0006,train,0,辨,B-CONCEPT
TCM_TRAIN_0006,train,1,证,I-CONCEPT
TCM_TRAIN_0006,train,2,要,O
TCM_TRAIN_0006,train,3,辨,O
TCM_TRAIN_0006,train,4,清,O
TCM_TRAIN_0006,train,5,疾,O
TCM_TRAIN_0006,train,6,病,O
TCM_TRAIN_0006,train,7,的,O
TCM_TRAIN_0006,train,8,病,B-CONCEPT
TCM_TRAIN_0006,train,9,因,I-CONCEPT
TCM_TRAIN_0006,train,10,、,O
TCM_TRAIN_0006,train,11,性,O
TCM_TRAIN_0006,train,12,质,O
TCM_TRAIN_0006,train,13,、,O
TCM_TRAIN_0006,train,14,部,O
TCM_TRAIN_0006,train,15,位,O
TCM_TRAIN_0006,train,16,及,O
TCM_TRAIN_0006,train,17,正,B-CONCEPT
TCM_TRAIN_0006,train,18,邪,I-CONCEPT
TCM_TRAIN_0006,train,19,关,I-CONCEPT
TCM_TRAIN_0006,train,20,系,I-CONCEPT
TCM_TRAIN_0006,train,21,。,O
TCM_TRAIN_0007,train,0,论,B-CONCEPT
TCM_TRAIN_0007,train,1,治,I-CONCEPT
TCM_TRAIN_0007,train,2,根,O
TCM_TRAIN_0007,train,3,据,O
TCM_TRAIN_0007,train,4,辨,B-CONCEPT
TCM_TRAIN_0007,train,5,证,I-CONCEPT
TCM_TRAIN_0007,train,6,结,O
TCM_TRAIN_0007,train,7,果,O
TCM_TRAIN_0007,train,8,确,O
TCM_TRAIN_0007,train,9,定,O
TCM_TRAIN_0007,train,10,治,B-CONCEPT
TCM_TRAIN_0007,train,11,疗,I-CONCEPT
TCM_TRAIN_0007,train,12,原,I-CONCEPT
TCM_TRAIN_0007,train,13,则,I-CONCEPT
TCM_TRAIN_0007,train,14,和,O
TCM_TRAIN_0007,train,15,方,O
TCM_TRAIN_0007,train,16,法,O
TCM_TRAIN_0007,train,17,。,O
TCM_TRAIN_0008,train,0,阴,B-CONCEPT
TCM_TRAIN_0008,train,1,阳,I-CONCEPT
TCM_TRAIN_0008,train,2,概,O
TCM_TRAIN_0008,train,3,括,O
TCM_TRAIN_0008,train,4,相,O
TCM_TRAIN_0008,train,5,互,O
TCM_TRAIN_0008,train,6,关,O
TCM_TRAIN_0008,train,7,联,O
TCM_TRAIN_0008,train,8,事,O
TCM_TRAIN_0008,train,9,物,O
TCM_TRAIN_0008,train,10,和,O
TCM_TRAIN_0008,train,11,现,O
TCM_TRAIN_0008,train,12,象,O
TCM_TRAIN_0008,train,13,的,O
TCM_TRAIN_0008,train,14,两,O
TCM_TRAIN_0008,train,15,个,O
TCM_TRAIN_0008,train,16,对,B-CONCEPT
TCM_TRAIN_0008,train,17,立,I-CONCEPT
TCM_TRAIN_0008,train,18,方,I-CONCEPT
TCM_TRAIN_0008,train,19,面,I-CONCEPT
TCM_TRAIN_0008,train,20,。,O
TCM_TRAIN_0009,train,0,阴,B-CONCEPT
TCM_TRAIN_0009,train,1,阳,I-CONCEPT
TCM_TRAIN_0009,train,2,既,O
TCM_TRAIN_0009,train,3,相,B-CONCEPT
TCM_TRAIN_0009,train,4,互,I-CONCEPT
TCM_TRAIN_0009,train,5,对,I-CONCEPT
TCM_TRAIN_0009,train,6,立,I-CONCEPT
TCM_TRAIN_0009,train,7,，,O
TCM_TRAIN_0009,train,8,又,O
TCM_TRAIN_0009,train,9,相,B-CONCEPT
TCM_TRAIN_0009,train,10,互,I-CONCEPT
TCM_TRAIN_0009,train,11,依,I-CONCEPT
TCM_TRAIN_0009,train,12,存,I-CONCEPT
TCM_TRAIN_0009,train,13,。,O
TCM_TRAIN_0010,train,0,阴,B-CONCEPT
TCM_TRAIN_0010,train,1,阳,I-CONCEPT
TCM_TRAIN_0010,train,2,消,I-CONCEPT
TCM_TRAIN_0010,train,3,长,I-CONCEPT
TCM_TRAIN_0010,train,4,维,O
TCM_TRAIN_0010,train,5,持,O
TCM_TRAIN_0010,train,6,阴,O
TCM_TRAIN_0010,train,7,阳,O
TCM_TRAIN_0010,train,8,之,O
TCM_TRAIN_0010,train,9,间,O
TCM_TRAIN_0010,train,10,的,O
TCM_TRAIN_0010,train,11,相,B-CONCEPT
TCM_TRAIN_0010,train,12,对,I-CONCEPT
TCM_TRAIN_0010,train,13,平,I-CONCEPT
TCM_TRAIN_0010,train,14,衡,I-CONCEPT
TCM_TRAIN_0010,train,15,。,O
TCM_TRAIN_0011,train,0,阴,O
TCM_TRAIN_0011,train,1,阳,O
TCM_TRAIN_0011,train,2,双,O
TCM_TRAIN_0011,train,3,方,O
TCM_TRAIN_0011,train,4,在,O
TCM_TRAIN_0011,train,5,一,B-CONCEPT
TCM_TRAIN_0011,train,6,定,I-CONCEPT
TCM_TRAIN_0011,train,7,条,I-CONCEPT
TCM_TRAIN_0011,train,8,件,I-CONCEPT
TCM_TRAIN_0011,train,9,下,O
TCM_TRAIN_0011,train,10,可,O
TCM_TRAIN_0011,train,11,以,O
TCM_TRAIN_0011,train,12,互,O
TCM_TRAIN_0011,train,13,相,O
TCM_TRAIN_0011,train,14,转,O
TCM_TRAIN_0011,train,15,化,O
TCM_TRAIN_0011,train,16,。,O
TCM_TRAIN_0012,train,0,人,B-CONCEPT
TCM_TRAIN_0012,train,1,体,I-CONCEPT
TCM_TRAIN_0012,train,2,内,O
TCM_TRAIN_0012,train,3,部,O
TCM_TRAIN_0012,train,4,充,O
TCM_TRAIN_0012,train,5,满,O
TCM_TRAIN_0012,train,6,阴,B-CONCEPT
TCM_TRAIN_0012,train,7,阳,I-CONCEPT
TCM_TRAIN_0012,train,8,对,B-CONCEPT
TCM_TRAIN_0012,train,9,立,I-CONCEPT
TCM_TRAIN_0012,train,10,统,I-CONCEPT
TCM_TRAIN_0012,train,11,一,I-CONCEPT
TCM_TRAIN_0012,train,12,的,O
TCM_TRAIN_0012,train,13,关,O
TCM_TRAIN_0012,train,14,系,O
TCM_TRAIN_0012,train,15,。,O
TCM_TRAIN_0013,train,0,五,B-ORGAN
TCM_TRAIN_0013,train,1,脏,I-ORGAN
TCM_TRAIN_0013,train,2,藏,O
TCM_TRAIN_0013,train,3,精,B-CONCEPT
TCM_TRAIN_0013,train,4,气,I-CONCEPT
TCM_TRAIN_0013,train,5,，,O
TCM_TRAIN_0013,train,6,故,O
TCM_TRAIN_0013,train,7,属,O
TCM_TRAIN_0013,train,8,阴,B-CONCEPT
TCM_TRAIN_0013,train,9,。,O
TCM_TRAIN_0014,train,0,六,B-ORGAN
TCM_TRAIN_0014,train,1,腑,I-ORGAN
TCM_TRAIN_0014,train,2,传,B-CONCEPT
TCM_TRAIN_0014,train,3,化,I-CONCEPT
TCM_TRAIN_0014,train,4,物,I-CONCEPT
TCM_TRAIN_0014,train,5,，,O
TCM_TRAIN_0014,train,6,故,O
TCM_TRAIN_0014,train,7,属,O
TCM_TRAIN_0014,train,8,阳,B-CONCEPT
TCM_TRAIN_0014,train,9,。,O
TCM_TRAIN_0015,train,0,阴,B-CONCEPT
TCM_TRAIN_0015,train,1,阳,I-CONCEPT
TCM_TRAIN_0015,train,2,的,O
TCM_TRAIN_0015,train,3,动,B-CONCEPT
TCM_TRAIN_0015,train,4,态,I-CONCEPT
TCM_TRAIN_0015,train,5,平,I-CONCEPT
TCM_TRAIN_0015,train,6,衡,I-CONCEPT
TCM_TRAIN_0015,train,7,是,O
TCM_TRAIN_0015,train,8,人,O
TCM_TRAIN_0015,train,9,体,O
TCM_TRAIN_0015,train,10,健,B-CONCEPT
TCM_TRAIN_0015,train,11,康,I-CONCEPT
TCM_TRAIN_0015,train,12,的,O
TCM_TRAIN_0015,train,13,标,O
TCM_TRAIN_0015,train,14,志,O
TCM_TRAIN_0015,train,15,。,O
TCM_TRAIN_0016,train,0,阳,B-CONCEPT
TCM_TRAIN_0016,train,1,偏,I-CONCEPT
TCM_TRAIN_0016,train,2,胜,I-CONCEPT
TCM_TRAIN_0016,train,3,必,O
TCM_TRAIN_0016,train,4,然,O
TCM_TRAIN_0016,train,5,伤,O
TCM_TRAIN_0016,train,6,阴,B-CONCEPT
TCM_TRAIN_0016,train,7,。,O
TCM_TRAIN_0017,train,0,阴,B-CONCEPT
TCM_TRAIN_0017,train,1,偏,I-CONCEPT
TCM_TRAIN_0017,train,2,胜,I-CONCEPT
TCM_TRAIN_0017,train,3,必,O
TCM_TRAIN_0017,train,4,然,O
TCM_TRAIN_0017,train,5,伤,O
TCM_TRAIN_0017,train,6,阳,B-CONCEPT
TCM_TRAIN_0017,train,7,。,O
TCM_TRAIN_0018,train,0,阴,B-SYNDROME
TCM_TRAIN_0018,train,1,虚,I-SYNDROME
TCM_TRAIN_0018,train,2,不,O
TCM_TRAIN_0018,train,3,能,O
TCM_TRAIN_0018,train,4,制,O
TCM_TRAIN_0018,train,5,约,O
TCM_TRAIN_0018,train,6,阳,B-CONCEPT
TCM_TRAIN_0018,train,7,，,O
TCM_TRAIN_0018,train,8,故,O
TCM_TRAIN_0018,train,9,出,O
TCM_TRAIN_0018,train,10,现,O
TCM_TRAIN_0018,train,11,虚,B-SYNDROME
TCM_TRAIN_0018,train,12,热,I-SYNDROME
TCM_TRAIN_0018,train,13,证,I-SYNDROME
TCM_TRAIN_0018,train,14,。,O
TCM_TRAIN_0019,train,0,阳,B-SYNDROME
TCM_TRAIN_0019,train,1,虚,I-SYNDROME
TCM_TRAIN_0019,train,2,不,O
TCM_TRAIN_0019,train,3,能,O
TCM_TRAIN_0019,train,4,制,O
TCM_TRAIN_0019,train,5,约,O
TCM_TRAIN_0019,train,6,阴,B-CONCEPT
TCM_TRAIN_0019,train,7,，,O
TCM_TRAIN_0019,train,8,故,O
TCM_TRAIN_0019,train,9,出,O
TCM_TRAIN_0019,train,10,现,O
TCM_TRAIN_0019,train,11,虚,B-SYNDROME
TCM_TRAIN_0019,train,12,寒,I-SYNDROME
TCM_TRAIN_0019,train,13,证,I-SYNDROME
TCM_TRAIN_0019,train,14,。,O
TCM_TRAIN_0020,train,0,五,B-CONCEPT
TCM_TRAIN_0020,train,1,行,I-CONCEPT
TCM_TRAIN_0020,train,2,学,I-CONCEPT
TCM_TRAIN_0020,train,3,说,I-CONCEPT
TCM_TRAIN_0020,train,4,以,O
TCM_TRAIN_0020,train,5,相,B-CONCEPT
TCM_TRAIN_0020,train,6,生,I-CONCEPT
TCM_TRAIN_0020,train,7,相,B-CONCEPT
TCM_TRAIN_0020,train,8,克,I-CONCEPT
TCM_TRAIN_0020,train,9,解,O
TCM_TRAIN_0020,train,10,释,O
TCM_TRAIN_0020,train,11,事,O
TCM_TRAIN_0020,train,12,物,O
TCM_TRAIN_0020,train,13,之,O
TCM_TRAIN_0020,train,14,间,O
TCM_TRAIN_0020,train,15,的,O
TCM_TRAIN_0020,train,16,联,O
TCM_TRAIN_0020,train,17,系,O
TCM_TRAIN_0020,train,18,。,O
TCM_TRAIN_0021,train,0,心,B-ORGAN
TCM_TRAIN_0021,train,1,主,B-CONCEPT
TCM_TRAIN_0021,train,2,血,I-CONCEPT
TCM_TRAIN_0021,train,3,脉,I-CONCEPT
TCM_TRAIN_0021,train,4,。,O
TCM_TRAIN_0022,train,0,心,B-ORGAN
TCM_TRAIN_0022,train,1,气,I-ORGAN
TCM_TRAIN_0022,train,2,充,O
TCM_TRAIN_0022,train,3,足,O
TCM_TRAIN_0022,train,4,可,O
TCM_TRAIN_0022,train,5,以,O
TCM_TRAIN_0022,train,6,维,O
TCM_TRAIN_0022,train,7,持,O
TCM_TRAIN_0022,train,8,心,B-ORGAN
TCM_TRAIN_0022,train,9,的,O
TCM_TRAIN_0022,train,10,正,B-CONCEPT
TCM_TRAIN_0022,train,11,常,I-CONCEPT
TCM_TRAIN_0022,train,12,功,I-CONCEPT
TCM_TRAIN_0022,train,13,能,I-CONCEPT
TCM_TRAIN_0022,train,14,。,O
TCM_TRAIN_0023,train,0,心,B-ORGAN
TCM_TRAIN_0023,train,1,的,O
TCM_TRAIN_0023,train,2,功,B-CONCEPT
TCM_TRAIN_0023,train,3,能,I-CONCEPT
TCM_TRAIN_0023,train,4,状,I-CONCEPT
TCM_TRAIN_0023,train,5,态,I-CONCEPT
TCM_TRAIN_0023,train,6,可,O
TCM_TRAIN_0023,train,7,以,O
TCM_TRAIN_0023,train,8,反,O
TCM_TRAIN_0023,train,9,映,O
TCM_TRAIN_0023,train,10,于,O
TCM_TRAIN_0023,train,11,心,B-ORGAN
TCM_TRAIN_0023,train,12,神,I-ORGAN
TCM_TRAIN_0023,train,13,。,O
TCM_TRAIN_0024,train,0,心,B-ORGAN
TCM_TRAIN_0024,train,1,开,B-THERAPY
TCM_TRAIN_0024,train,2,窍,I-THERAPY
TCM_TRAIN_0024,train,3,于,O
TCM_TRAIN_0024,train,4,舌,B-ORGAN
TCM_TRAIN_0024,train,5,。,O
TCM_TRAIN_0025,train,0,肺,B-ORGAN
TCM_TRAIN_0025,train,1,主,B-CONCEPT
TCM_TRAIN_0025,train,2,气,I-CONCEPT
TCM_TRAIN_0025,train,3,和,I-CONCEPT
TCM_TRAIN_0025,train,4,呼,I-CONCEPT
TCM_TRAIN_0025,train,5,吸,I-CONCEPT
TCM_TRAIN_0025,train,6,。,O
TCM_TRAIN_0026,train,0,肺,B-ORGAN
TCM_TRAIN_0026,train,1,气,I-ORGAN
TCM_TRAIN_0026,train,2,充,O
TCM_TRAIN_0026,train,3,足,O
TCM_TRAIN_0026,train,4,可,O
TCM_TRAIN_0026,train,5,以,O
TCM_TRAIN_0026,train,6,维,O
TCM_TRAIN_0026,train,7,持,O
TCM_TRAIN_0026,train,8,肺,B-ORGAN
TCM_TRAIN_0026,train,9,的,O
TCM_TRAIN_0026,train,10,正,B-CONCEPT
TCM_TRAIN_0026,train,11,常,I-CONCEPT
TCM_TRAIN_0026,train,12,功,I-CONCEPT
TCM_TRAIN_0026,train,13,能,I-CONCEPT
TCM_TRAIN_0026,train,14,。,O
TCM_TRAIN_0027,train,0,肺,B-ORGAN
TCM_TRAIN_0027,train,1,的,O
TCM_TRAIN_0027,train,2,功,B-CONCEPT
TCM_TRAIN_0027,train,3,能,I-CONCEPT
TCM_TRAIN_0027,train,4,状,I-CONCEPT
TCM_TRAIN_0027,train,5,态,I-CONCEPT
TCM_TRAIN_0027,train,6,可,O
TCM_TRAIN_0027,train,7,以,O
TCM_TRAIN_0027,train,8,反,O
TCM_TRAIN_0027,train,9,映,O
TCM_TRAIN_0027,train,10,于,O
TCM_TRAIN_0027,train,11,皮,B-ORGAN
TCM_TRAIN_0027,train,12,毛,I-ORGAN
TCM_TRAIN_0027,train,13,。,O
TCM_TRAIN_0028,train,0,肺,B-ORGAN
TCM_TRAIN_0028,train,1,开,B-THERAPY
TCM_TRAIN_0028,train,2,窍,I-THERAPY
TCM_TRAIN_0028,train,3,于,O
TCM_TRAIN_0028,train,4,鼻,B-ORGAN
TCM_TRAIN_0028,train,5,。,O
TCM_TRAIN_0029,train,0,脾,B-ORGAN
TCM_TRAIN_0029,train,1,主,B-CONCEPT
TCM_TRAIN_0029,train,2,运,I-CONCEPT
TCM_TRAIN_0029,train,3,化,I-CONCEPT
TCM_TRAIN_0029,train,4,。,O
TCM_TRAIN_0030,train,0,脾,B-ORGAN
TCM_TRAIN_0030,train,1,气,I-ORGAN
TCM_TRAIN_0030,train,2,充,O
TCM_TRAIN_0030,train,3,足,O
TCM_TRAIN_0030,train,4,可,O
TCM_TRAIN_0030,train,5,以,O
TCM_TRAIN_0030,train,6,维,O
TCM_TRAIN_0030,train,7,持,O
TCM_TRAIN_0030,train,8,脾,B-ORGAN
TCM_TRAIN_0030,train,9,的,O
TCM_TRAIN_0030,train,10,正,B-CONCEPT
TCM_TRAIN_0030,train,11,常,I-CONCEPT
TCM_TRAIN_0030,train,12,功,I-CONCEPT
TCM_TRAIN_0030,train,13,能,I-CONCEPT
TCM_TRAIN_0030,train,14,。,O
TCM_TRAIN_0031,train,0,脾,B-ORGAN
TCM_TRAIN_0031,train,1,的,O
TCM_TRAIN_0031,train,2,功,B-CONCEPT
TCM_TRAIN_0031,train,3,能,I-CONCEPT
TCM_TRAIN_0031,train,4,状,I-CONCEPT
TCM_TRAIN_0031,train,5,态,I-CONCEPT
TCM_TRAIN_0031,train,6,可,O
TCM_TRAIN_0031,train,7,以,O
TCM_TRAIN_0031,train,8,反,O
TCM_TRAIN_0031,train,9,映,O
TCM_TRAIN_0031,train,10,于,O
TCM_TRAIN_0031,train,11,肌,B-ORGAN
TCM_TRAIN_0031,train,12,肉,I-ORGAN
TCM_TRAIN_0031,train,13,。,O
TCM_TRAIN_0032,train,0,脾,B-ORGAN
TCM_TRAIN_0032,train,1,开,B-THERAPY
TCM_TRAIN_0032,train,2,窍,I-THERAPY
TCM_TRAIN_0032,train,3,于,O
TCM_TRAIN_0032,train,4,口,B-ORGAN
TCM_TRAIN_0032,train,5,。,O
TCM_TRAIN_0033,train,0,肝,B-ORGAN
TCM_TRAIN_0033,train,1,主,B-CONCEPT
TCM_TRAIN_0033,train,2,疏,I-CONCEPT
TCM_TRAIN_0033,train,3,泄,I-CONCEPT
TCM_TRAIN_0033,train,4,。,O
TCM_TRAIN_0034,train,0,肝,B-CONCEPT
TCM_TRAIN_0034,train,1,气,I-CONCEPT
TCM_TRAIN_0034,train,2,充,O
TCM_TRAIN_0034,train,3,足,O
TCM_TRAIN_0034,train,4,可,O
TCM_TRAIN_0034,train,5,以,O
TCM_TRAIN_0034,train,6,维,O
TCM_TRAIN_0034,train,7,持,O
TCM_TRAIN_0034,train,8,肝,B-ORGAN
TCM_TRAIN_0034,train,9,的,O
TCM_TRAIN_0034,train,10,正,B-CONCEPT
TCM_TRAIN_0034,train,11,常,I-CONCEPT
TCM_TRAIN_0034,train,12,功,I-CONCEPT
TCM_TRAIN_0034,train,13,能,I-CONCEPT
TCM_TRAIN_0034,train,14,。,O
TCM_TRAIN_0035,train,0,肝,B-ORGAN
TCM_TRAIN_0035,train,1,的,O
TCM_TRAIN_0035,train,2,功,B-CONCEPT
TCM_TRAIN_0035,train,3,能,I-CONCEPT
TCM_TRAIN_0035,train,4,状,I-CONCEPT
TCM_TRAIN_0035,train,5,态,I-CONCEPT
TCM_TRAIN_0035,train,6,可,O
TCM_TRAIN_0035,train,7,以,O
TCM_TRAIN_0035,train,8,反,O
TCM_TRAIN_0035,train,9,映,O
TCM_TRAIN_0035,train,10,于,O
TCM_TRAIN_0035,train,11,筋,B-ORGAN
TCM_TRAIN_0035,train,12,。,O
TCM_TRAIN_0036,train,0,肝,B-ORGAN
TCM_TRAIN_0036,train,1,开,B-THERAPY
TCM_TRAIN_0036,train,2,窍,I-THERAPY
TCM_TRAIN_0036,train,3,于,O
TCM_TRAIN_0036,train,4,目,B-ORGAN
TCM_TRAIN_0036,train,5,。,O
TCM_TRAIN_0037,train,0,肾,B-ORGAN
TCM_TRAIN_0037,train,1,主,B-CONCEPT
TCM_TRAIN_0037,train,2,精,I-CONCEPT
TCM_TRAIN_0037,train,3,。,O
TCM_TRAIN_0038,train,0,肾,B-ORGAN
TCM_TRAIN_0038,train,1,气,I-ORGAN
TCM_TRAIN_0038,train,2,充,O
TCM_TRAIN_0038,train,3,足,O
TCM_TRAIN_0038,train,4,可,O
TCM_TRAIN_0038,train,5,以,O
TCM_TRAIN_0038,train,6,维,O
TCM_TRAIN_0038,train,7,持,O
TCM_TRAIN_0038,train,8,肾,B-ORGAN
TCM_TRAIN_0038,train,9,的,O
TCM_TRAIN_0038,train,10,正,B-CONCEPT
TCM_TRAIN_0038,train,11,常,I-CONCEPT
TCM_TRAIN_0038,train,12,功,I-CONCEPT
TCM_TRAIN_0038,train,13,能,I-CONCEPT
TCM_TRAIN_0038,train,14,。,O
TCM_TRAIN_0039,train,0,肾,B-ORGAN
TCM_TRAIN_0039,train,1,的,O
TCM_TRAIN_0039,train,2,功,B-CONCEPT
TCM_TRAIN_0039,train,3,能,I-CONCEPT
TCM_TRAIN_0039,train,4,状,I-CONCEPT
TCM_TRAIN_0039,train,5,态,I-CONCEPT
TCM_TRAIN_0039,train,6,可,O
TCM_TRAIN_0039,train,7,以,O
TCM_TRAIN_0039,train,8,反,O
TCM_TRAIN_0039,train,9,映,O
TCM_TRAIN_0039,train,10,于,O
TCM_TRAIN_0039,train,11,骨,B-ORGAN
TCM_TRAIN_0039,train,12,。,O
TCM_TRAIN_0040,train,0,肾,B-ORGAN
TCM_TRAIN_0040,train,1,开,B-THERAPY
TCM_TRAIN_0040,train,2,窍,I-THERAPY
TCM_TRAIN_0040,train,3,于,O
TCM_TRAIN_0040,train,4,耳,B-ORGAN
TCM_TRAIN_0040,train,5,。,O
TCM_TRAIN_0041,train,0,藏,B-CONCEPT
TCM_TRAIN_0041,train,1,象,I-CONCEPT
TCM_TRAIN_0041,train,2,学,I-CONCEPT
TCM_TRAIN_0041,train,3,说,I-CONCEPT
TCM_TRAIN_0041,train,4,研,O
TCM_TRAIN_0041,train,5,究,O
TCM_TRAIN_0041,train,6,脏,B-ORGAN
TCM_TRAIN_0041,train,7,腑,I-ORGAN
TCM_TRAIN_0041,train,8,的,O
TCM_TRAIN_0041,train,9,生,O
TCM_TRAIN_0041,train,10,理,O
TCM_TRAIN_0041,train,11,功,O
TCM_TRAIN_0041,train,12,能,O
TCM_TRAIN_0041,train,13,和,O
TCM_TRAIN_0041,train,14,病,B-CONCEPT
TCM_TRAIN_0041,train,15,理,I-CONCEPT
TCM_TRAIN_0041,train,16,变,I-CONCEPT
TCM_TRAIN_0041,train,17,化,I-CONCEPT
TCM_TRAIN_0041,train,18,。,O
TCM_TRAIN_0042,train,0,五,B-ORGAN
TCM_TRAIN_0042,train,1,脏,I-ORGAN
TCM_TRAIN_0042,train,2,化,O
TCM_TRAIN_0042,train,3,生,O
TCM_TRAIN_0042,train,4,并,O
TCM_TRAIN_0042,train,5,贮,B-CONCEPT
TCM_TRAIN_0042,train,6,藏,I-CONCEPT
TCM_TRAIN_0042,train,7,精,B-CONCEPT
TCM_TRAIN_0042,train,8,气,I-CONCEPT
TCM_TRAIN_0042,train,9,。,O
TCM_TRAIN_0043,train,0,六,B-ORGAN
TCM_TRAIN_0043,train,1,腑,I-ORGAN
TCM_TRAIN_0043,train,2,受,O
TCM_TRAIN_0043,train,3,纳,O
TCM_TRAIN_0043,train,4,、,O
TCM_TRAIN_0043,train,5,传,B-CONCEPT
TCM_TRAIN_0043,train,6,化,I-CONCEPT
TCM_TRAIN_0043,train,7,水,B-CONCEPT
TCM_TRAIN_0043,train,8,谷,I-CONCEPT
TCM_TRAIN_0043,train,9,。,O
TCM_TRAIN_0044,train,0,奇,B-CONCEPT
TCM_TRAIN_0044,train,1,恒,I-CONCEPT
TCM_TRAIN_0044,train,2,之,I-CONCEPT
TCM_TRAIN_0044,train,3,腑,I-CONCEPT
TCM_TRAIN_0044,train,4,贮,O
TCM_TRAIN_0044,train,5,藏,O
TCM_TRAIN_0044,train,6,精,B-CONCEPT
TCM_TRAIN_0044,train,7,气,I-CONCEPT
TCM_TRAIN_0044,train,8,而,O
TCM_TRAIN_0044,train,9,不,O
TCM_TRAIN_0044,train,10,传,O
TCM_TRAIN_0044,train,11,化,O
TCM_TRAIN_0044,train,12,水,B-CONCEPT
TCM_TRAIN_0044,train,13,谷,I-CONCEPT
TCM_TRAIN_0044,train,14,。,O
TCM_TRAIN_0045,train,0,心,B-ORGAN
TCM_TRAIN_0045,train,1,气,I-ORGAN
TCM_TRAIN_0045,train,2,推,O
TCM_TRAIN_0045,train,3,动,O
TCM_TRAIN_0045,train,4,血,B-CONCEPT
TCM_TRAIN_0045,train,5,液,I-CONCEPT
TCM_TRAIN_0045,train,6,在,O
TCM_TRAIN_0045,train,7,脉,B-ORGAN
TCM_TRAIN_0045,train,8,中,O
TCM_TRAIN_0045,train,9,运,O
TCM_TRAIN_0045,train,10,行,O
