id,split,source,source_for_model,reference,prediction_raw,prediction_clean,prediction_normalized,prediction,normalization_used,entities
TCM_TEST_0011,test,肺的呼吸功能健全与否，直接影响着宗气的生成，同时也影响着全身之气的生成。,肺的呼吸功能健全与否，直接影响着宗气的生成，同时也影响着全身之气的生成。,Whether or not the lungs function properly directly influences the formation of pectoral Qi and Qi of the whole body as well.,"Whether or not the function of the lungs in breathing is healthy directly affects the production of Qi, but also affects the production of Qi in the whole body.","Whether or not the function of the lungs in breathing is healthy directly affects the production of Qi, but also affects the production of Qi in the whole body.","Whether or not the function of the lungs in breathing is healthy directly affects the production of Qi, but also affects the production of Qi in the whole body. Terminology: pectoral Qi.","Whether or not the function of the lungs in breathing is healthy directly affects the production of Qi, but also affects the production of Qi in the whole body.",False,"[{""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}, {""zh"": ""呼吸"", ""en"": ""breath"", ""type"": ""DIAGNOSIS""}, {""zh"": ""宗气"", ""en"": ""pectoral Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""气"", ""en"": ""Qi"", ""type"": ""SUBSTANCE""}]"
TCM_TEST_0012,test,肺的呼吸运动，是气的升降出入运动的表现，肺有节律地一呼一吸，对全身之气的升降出入运动起着重要的调节作用。,肺的呼吸运动，是气的升降出入运动的表现，肺有节律地一呼一吸，对全身之气的升降出入运动起着重要的调节作用。,"The breathing movement of the lungs itself is a manifestation of lifting-lowering and entering-exiting of Qi, in which the lungs play an important regulatory role by their rhythmical respiration.","The pulmonary respiratory movement is the manifestation of the upward movement of the Qi into and out of movement. The lungs rhythmically exhale and suck, which plays an important regulatory role in the upward movement of the Qi into and out of the whole body.","The pulmonary respiratory movement is the manifestation of the upward movement of the Qi into and out of movement. The lungs rhythmically exhale and suck, which plays an important regulatory role in the upward movement of the Qi into and out of the whole body.","The pulmonary respiratory movement is the manifestation of the upward movement of the Qi into and out of movement. The lungs rhythmically exhale and suck, which plays an important regulatory role in the upward movement of the Qi into and out of the whole body. Terminology: breath.","The pulmonary respiratory movement is the manifestation of the upward movement of the Qi into and out of movement. The lungs rhythmically exhale and suck, which plays an important regulatory role in the upward movement of the Qi into and out of the whole body.",False,"[{""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}, {""zh"": ""呼吸"", ""en"": ""breath"", ""type"": ""DIAGNOSIS""}, {""zh"": ""气"", ""en"": ""Qi"", ""type"": ""SUBSTANCE""}]"
TCM_TEST_0013,test,肺主一身之气，由于肺主呼吸，调节着全身的气机，所以血液的运行，亦赖于肺气的敷布和调节。,肺主一身之气，由于肺主呼吸，调节着全身的气机，所以血液的运行，亦赖于肺气的敷布和调节。,"Since the lungs dominate Qi of the whole body and control respiration, the circulation of blood depends to a certain extent on the spread and coordination of the lung-Qi.",The function of the blood also depends on the laying and regulation of the lungs due to the fact that the lungs are responsible for regulating the functioning of the whole body.,The function of the blood also depends on the laying and regulation of the lungs due to the fact that the lungs are responsible for regulating the functioning of the whole body.,The function of the blood also depends on the laying and regulation of the lungs due to the fact that the lungs are responsible for regulating the functioning of the whole body. Terminology: Qi; control respiration; functional activities of Qi; lung-Qi.,The function of the blood also depends on the laying and regulation of the lungs due to the fact that the lungs are responsible for regulating the functioning of the whole body.,False,"[{""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}, {""zh"": ""气"", ""en"": ""Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""主呼吸"", ""en"": ""control respiration"", ""type"": ""FUNCTION""}, {""zh"": ""气机"", ""en"": ""functional activities of Qi"", ""type"": ""PHYSIOLOGY""}, {""zh"": ""血液"", ""en"": ""blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""肺气"", ""en"": ""lung-Qi"", ""type"": ""SUBSTANCE""}]"
TCM_TEST_0014,test,由于肺主气属卫，具有宣发卫气、输精于皮毛等生理功能，所以肺与皮毛有着密切的关系。,由于肺主气属卫，具有宣发卫气、输精于皮毛等生理功能，所以肺与皮毛有着密切的关系。,"Since the lungs dominate Qi and perform the functions of dispersing outward defensive Qi and sending the essence to the skin and vellus hairs, they are closely related to the skin and its hairs.","Due to the physiological functions of the lungs, such as the transmission of vital Qi to the skin and fur, the lungs and fur are closely related.","Due to the physiological functions of the lungs, such as the transmission of vital Qi to the skin and fur, the lungs and fur are closely related.","Due to the physiological functions of the lungs, such as the transmission of vital Qi to the skin and fur, the lungs and fur are closely related. Terminology: govern Qi; dispersing; defensive Qi; essence; skin and vellus hairs.","Due to the physiological functions of the lungs, such as the transmission of vital Qi to the skin and fur, the lungs and fur are closely related.",False,"[{""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}, {""zh"": ""主气"", ""en"": ""govern Qi"", ""type"": ""FUNCTION""}, {""zh"": ""宣发"", ""en"": ""dispersing"", ""type"": ""FUNCTION""}, {""zh"": ""卫气"", ""en"": ""defensive Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""精"", ""en"": ""essence"", ""type"": ""SUBSTANCE""}, {""zh"": ""皮毛"", ""en"": ""skin and vellus hairs"", ""type"": ""TISSUE""}, {""zh"": ""生理"", ""en"": ""physiological"", ""type"": ""PHYSIOLOGY""}]"
TCM_TEST_0015,test,肺的生理功能正常，则皮肤致密，御邪能力强。,肺的生理功能正常，则皮肤致密，御邪能力强。,"When the lungs function normally, the skin becomes compact and body resistance enhanced.","The functioning of the lungs is normal, while the skin is dense and the ability to control disease is strong.","The functioning of the lungs is normal, while the skin is dense and the ability to control disease is strong.","The functioning of the lungs is normal, while the skin is dense and the ability to control disease is strong. Terminology: physiological.","The functioning of the lungs is normal, while the skin is dense and the ability to control disease is strong.",False,"[{""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}, {""zh"": ""生理"", ""en"": ""physiological"", ""type"": ""PHYSIOLOGY""}, {""zh"": ""皮肤"", ""en"": ""skin"", ""type"": ""TISSUE""}]"
TCM_TEST_0016,test,多余的水液，通过肺、肾等脏的气化作用，化为汗和尿排出体外。,多余的水液，通过肺、肾等脏的气化作用，化为汗和尿排出体外。,The surplus fluids are turned into sweat and urine to be removed from the body under the functioning of the lungs and kidneys.,"Excess water fluid is transformed into sweat and urine, which are excreted from the body via the lungs, spleen, and other organs.","Excess water fluid is transformed into sweat and urine, which are excreted from the body via the lungs, spleen, and other organs.","Excess water fluid is transformed into sweat and urine, which are excreted from the body via the lungs, spleen, and other organs. Terminology: kidneys; Zang; Qi.","Excess water fluid is transformed into sweat and urine, which are excreted from the body via the lungs, spleen, and other organs.",False,"[{""zh"": ""水"", ""en"": ""water"", ""type"": ""ELEMENT""}, {""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}, {""zh"": ""肾"", ""en"": ""kidneys"", ""type"": ""ORGAN""}, {""zh"": ""脏"", ""en"": ""Zang"", ""type"": ""ORGAN""}, {""zh"": ""气"", ""en"": ""Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""汗"", ""en"": ""sweat"", ""type"": ""FLUID""}, {""zh"": ""尿"", ""en"": ""urine"", ""type"": ""FLUID""}]"
TCM_TEST_0017,test,因此，脾的运化水液功能健旺，就能防止水液在体内停滞，也就防止湿、痰、饮等病理产物的生成。,因此，脾的运化水液功能健旺，就能防止水液在体内停滞，也就防止湿、痰、饮等病理产物的生成。,"Thus, normal functioning of the spleen in this respect can prevent body fluids from accumulating and such pathological changes as dampness, phlegm and water-retention from occurring.","Therefore, the functioning of the spleen in transporting and transforming water fluid in a healthy manner prevents stagnation of water fluid in the body and also prevents the production of pathogenic products such as moisture, spleen, and drinking.","Therefore, the functioning of the spleen in transporting and transforming water fluid in a healthy manner prevents stagnation of water fluid in the body and also prevents the production of pathogenic products such as moisture, spleen, and drinking.","Therefore, the functioning of the spleen in transporting-transforming action on water fluid in a healthy manner prevents stagnation of water fluid in the body and also prevents the production of pathological products such as moisture, spleen, and drinking. Terminology: dampness; phlegm.","Therefore, the functioning of the spleen in transporting and transforming water fluid in a healthy manner prevents stagnation of water fluid in the body and also prevents the production of pathogenic products such as moisture, spleen, and drinking.",False,"[{""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}, {""zh"": ""运化水液"", ""en"": ""transporting-transforming action on water"", ""type"": ""FUNCTION""}, {""zh"": ""水"", ""en"": ""water"", ""type"": ""ELEMENT""}, {""zh"": ""湿"", ""en"": ""dampness"", ""type"": ""PATHOGEN""}, {""zh"": ""痰"", ""en"": ""phlegm"", ""type"": ""PATHOLOGY""}, {""zh"": ""病理"", ""en"": ""pathological"", ""type"": ""PATHOLOGY""}]"
TCM_TEST_0018,test,若脾失升清，则水谷不能运化，气血生化无源，可出现神疲乏力、头目眩晕、腹胀、泄泻等病症。,若脾失升清，则水谷不能运化，气血生化无源，可出现神疲乏力、头目眩晕、腹胀、泄泻等病症。,"On the contrary, dysfunction of the spleen leads to failure to transport-transform the nutrients from foodstuff regularly and failure to supply Qi-blood, thus giving rise to such symptoms as listlessness, weakness, dizziness, abdominal distension, and loose stool.","If the spleen fails to clear up, the water valley cannot be transported, and the blood-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-","If the spleen fails to clear up, the water valley cannot be transported, and the blood-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-","If the spleen fails to clear up, the water valley cannot be transported, and the blood-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-. Terminology: food and drink; transportation and transformation; Qi and blood; mind; eyes; dizziness; abdominal distension; diarrhea.","If the spleen fails to clear up, the water valley cannot be transported, and the blood-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-Qi-",False,"[{""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}, {""zh"": ""水谷"", ""en"": ""food and drink"", ""type"": ""SUBSTANCE""}, {""zh"": ""运化"", ""en"": ""transportation and transformation"", ""type"": ""FUNCTION""}, {""zh"": ""气血"", ""en"": ""Qi and blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""神"", ""en"": ""mind"", ""type"": ""SUBSTANCE""}, {""zh"": ""目"", ""en"": ""eyes"", ""type"": ""LOCATION""}, {""zh"": ""眩晕"", ""en"": ""dizziness"", ""type"": ""SYMPTOM""}, {""zh"": ""腹胀"", ""en"": ""abdominal distension"", ""type"": ""SYMPTOM""}, {""zh"": ""泄泻"", ""en"": ""diarrhea"", ""type"": ""SYMPTOM""}]"
TCM_TEST_0019,test,若脾的运化功能减退，则气血生化无源，气血虚亏；气的固摄功能减退，而导致各种出血证。,若脾的运化功能减退，则气血生化无源，气血虚亏；气的固摄功能减退，而导致各种出血证。,"In case of the spleen's dysfunction in transportation and transformation, the Qi-blood will be insufficient and the commanding action be reduced, thereby producing various kinds of chronic hemorrhage.","If the function of transportation of Qi is impaired, the Qi will become unstable and blood will be lost, and the function of solid absorption of Qi will be impaired, leading to various signs of bleeding.","If the function of transportation of Qi is impaired, the Qi will become unstable and blood will be lost, and the function of solid absorption of Qi will be impaired, leading to various signs of bleeding.","If the function of transportation of Qi is impaired, the Qi will become unstable Qi and blood will be lost, and the function of solid absorption of Qi will be impaired, leading to various signs of bleeding. Terminology: spleen; transportation and transformation; syndrome.","If the function of transportation of Qi is impaired, the Qi will become unstable and blood will be lost, and the function of solid absorption of Qi will be impaired, leading to various signs of bleeding.",False,"[{""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}, {""zh"": ""运化"", ""en"": ""transportation and transformation"", ""type"": ""FUNCTION""}, {""zh"": ""气血"", ""en"": ""Qi and blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""气"", ""en"": ""Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""血"", ""en"": ""blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""证"", ""en"": ""syndrome"", ""type"": ""SYNDROME""}]"
TCM_TEST_0020,test,肝的疏泄功能，主要表现在三个方面；一是调畅气机。,肝的疏泄功能，主要表现在三个方面；一是调畅气机。,The liver's function of governing normal flow of Qiis threefold.,"The liver's function of excretion is mainly manifested in three aspects: firstly, in regulating the spleen-pathogen.","The liver's function of excretion is mainly manifested in three aspects: firstly, in regulating the spleen-pathogen.","The liver's function of excretion is mainly manifested in three aspects: firstly, in regulating the spleen-pathogen. Terminology: free flow; functional activities of Qi.","The liver's function of excretion is mainly manifested in three aspects: firstly, in regulating the spleen-pathogen.",False,"[{""zh"": ""肝"", ""en"": ""liver"", ""type"": ""ORGAN""}, {""zh"": ""疏泄"", ""en"": ""free flow"", ""type"": ""FUNCTION""}, {""zh"": ""气机"", ""en"": ""functional activities of Qi"", ""type"": ""PHYSIOLOGY""}]"
